Off_Shore
2914.25
2997.75
3093.25
3134.5
3209.5
3278.5
3288.25
3278.75
3282
3274.25
3191.5
3249.75
3284.75
3283
3276.75
4228
3997.75
3680.75
3248.75
3097.5
2851.75
2549.75
2340.25
1937.75
1514.25
1608.75
1530
1697.5
1807
1930.5
2160.25
2141
2159.5
1936
1757
2265.5
2719.25
2567
2283.75
2534.75
2989.75
3181
3666.5
4096.75
4206.25
4209.25
4253
4283
4301.25
4372.5
4401.5
4415
4436
4231.5
4127
4171
4172.75
4171.5
4162
3678.25
3589.5
2700.75
2824
2944.5
2910.25
3665.25
3913.25
3710.5
3679.5
3637.25
3761
3832.75
3652.5
3569.75
3408.5
3356
2709.25
1866
1514.25
1162.5
1097.75
1047
830.5
879
1003.75
829
610
523.25
402.75
435.75
624
777.5
1117
1306.75
1889
2758.75
3513.25
3871.75
3445.75
2943.5
2637.25
1904.75
1348.75
881.5
568
247
228.75
176.75
146
295.75
425.75
442.25
438.25
394.25
772.25
964.75
677.75
529.75
551
445
446.5
519.5
667
709
387.5
466
507.5
608.25
601.25
586
478
374
289.5
399.75
580.75
588.5
1238
1775.5
2258.5
2416.5
3135
3368.25
3518
3338.5
3085
2932.5
2762.5
2378.75
2104
1767
1455
1321.5
1143.25
962.25
730.75
671.75
673.5
632
658.25
678.25
806.5
997.25
1106.5
1250.25
1367
1467.5
1470.25
1444.5
1464.25
1639
1766.25
1949.75
2044
2243.5
2553
2859
2486.25
2448
2333.5
2345
2488.75
2616
2720.75
3057.75
3241
3316.5
3209.5
3230
3229.75
3262.25
3287
3327.5
3355.25
3345.25
3365
3409.75
3429
3485.5
3482.25
3466.5
3463.75
3458
3436.75
3443
3458
3546.5
3537
3636.75
3621.25
3558.5
3365.5
3473.75
3192.25
2697.75
2285
1896
1612.75
1481.75
1340.75
1192.75
1080
970.5
908.25
988
923.25
848
768.25
680.5
681
683.5
790
1005
1272.5
1363.5
1402.25
1510.75
1519.5
1229.75
979.5
741.25
541.75
510
517.25
523.75
362.75
227.5
150.5
169.75
240.5
295.5
287.5
248
243.75
268.75
314.75
378.75
531.75
692.5
711.5
772.75
746.75
670
754.25
804.5
876.75
866.25
1015.75
1067.5
1215.25
1337.5
1575.25
1953.5
1958.75
1758.25
1654.75
1695.25
2031.5
2370
2525.25
2637.5
2733.5
2831.25
2908.5
3005.25
2986.75
2931.25
2790.25
2731.25
2800.75
2782.25
2570
2347.5
2256
2419.75
2425
2494.25
2541
2727.75
2982.5
3019.5
2964
2952
3078
3239
3554.5
3836
3897
3769
3653.25
3589.25
3612.75
3622.75
3492.75
3557
3525
3361.75
3422.5
3582.5
3745
3824.25
3429.75
3445
3462
3330
3340
3254.25
3060.75
2797
2941
3534.75
3742
3140.25
2608.75
2514.75
2559.25
2628.75
3028.5
3348.25
3456.25
3872.25
4004.75
4009.25
3359.5
3261.25
3609.25
3597
3526.5
3511.75
3545.75
3608.5
3618.25
3588.25
3601.5
3613
3624.5
3624.75
3620.25
3580
3448.75
3227.5
3339.25
3394
3593.25
3635.25
3562.5
4072.5
3978.75
3687.5
3835.25
3809
3663
3630.5
3740.75
3722.75
3748
3919
3946.5
3919
4062.75
3915.75
3778.75
3752
3695.5
3598.75
2967.25
2750.5
2147.75
2687.75
2272.5
2858.25
2846.5
3244.25
3502.75
3499.5
3212
2926.5
3044.25
3367.75
3564
3944
4201.25
4118.5
4247.75
4219.5
4193.25
4227.25
4259.75
4063.25
3993.5
3818.75
3729.5
3569.25
3452.5
3380.75
3229
2968.75
3176
3385.25
3623.25
3215.5
2882.25
2506.25
2083.75
2237
1709.25
1539.75
1498.25
1593.5
2174.75
2005.75
1768.5
1352.5
1471.75
952.75
981.25
1006
1005.75
829.25
742
940.5
1006.25
1104.75
1174
1269.5
1382.25
1408
1524.75
1629.75
2211
2440.75
2547.25
2352.75
2254
1849.75
1652.5
2038.75
1949.5
1839
1842
1761.75
2246
2550.25
2680
2554.5
2399.5
2389
2196.75
1924.25
1965
1594
1394.25
1106.75
960.25
805.25
873.75
667.5
613.5
404
259.25
302.25
278.25
361
281.25
486.75
486.25
513
634.75
563
405.5
345.75
220.75
141
141.75
118.75
125
188.75
370
661
1119.75
1531.75
1817.25
2160.25
2208
2580.25
3098.75
3273.75
3528
3750.25
3786.5
4107.75
4195.25
4102.5
3573
2827.25
2212
1618.5
1264.75
1057.5
1212.5
1537.25
1864.5
2084.5
1788
1700
1751
1652.75
1676
1659.25
1488.5
1051.25
788.25
978.5
1049.5
951.25
822
764.75
1389.5
2198
3012.75
3799.5
3962
3901
4013.75
3730.5
4138.25
3790
2841.25
2359.25
2196.75
2699.75
3593.75
3654.75
3654
3651.25
3649.75
4064.5
4295.75
4351.25
4691
4570.25
4404.25
4220.5
3991.75
3827
3997
3958.25
3677.75
3928.25
4120.75
4219.75
4123
4123
4092
4110.25
4135.25
4447.75
4614.5
4576.75
4555.75
4587.5
4625.25
4611
4564
4586.25
4581
4491
4461
4321.75
4298
4176.75
4043.25
3967
3418.75
2952.75
2912.25
2734.25
2300
1800.25
1302
1036.25
985.75
727.25
417.75
416.75
398.25
297.5
305.75
302.75
270.25
223
206.25
173
192.25
271.5
282.5
276.5
204.25
185.75
204
251
339
359.75
358.25
384.25
409.25
450.75
549.75
622.5
646.25
631.25
754.5
884
1395.25
1853.75
2610.25
3091
3503
3996.75
4278
4372.5
3837.75
4092.75
3830.5
3451.5
3244.25
3245.25
3259.5
3262.75
3259.5
3258.75
3281
3456
3459.5
3594.25
3641.75
3642.25
3637
3610.75
3600.25
3588.5
3613.5
3618.25
3616.75
3944.5
3955.25
3887.5
4006.5
4004.5
4104.5
4104.25
4136.25
4056.5
3357.5
3352.25
3455.75
3495.5
3511.25
3520
3859
3698.25
3612.75
3603
3606.25
3609
3623.5
3501
3270.5
3418.25
3722.75
4094.75
4160
4239.25
4240.25
4238.25
4229.75
4232.75
3896.5
3538.25
3211.25
3456.75
3644.25
3894
3473.5
3086
3329.75
3609.75
3467.25
3671.25
3666.5
3699.25
3578
3176.5
2795.5
2832.25
2825
3081.25
3700.25
3831.75
3893
3797
3997.5
4129
4272
4206.75
4244.5
4310.75
4257.25
3738.75
3534
3489
3497.5
3497
3303.75
3400.25
3538.25
3737.5
3823.75
3922.75
3854.5
3910.25
3759.25
4014.75
4172.25
4192
4195.75
4239.5
4149.75
4085.25
4183
4214.5
3663
3446.25
3557.5
3963.25
3866.5
3977.5
4025
4020.75
4038
4195
4250.5
4238.5
4201.5
3332.75
3051.75
2903.25
2795.75
2701
2218.75
1612.75
1267.25
1203
1301.75
1392.5
1354.5
1382.5
1814.75
2361
2694.5
3031.75
3131.75
3565.5
3783.75
3871
3791.25
3605.75
3075.75
2696.25
2241.75
1644.75
1188.5
951.75
806.5
754
739.75
575.25
575.75
535.75
685.25
752.25
764.25
706.25
567.25
561.75
705
672.25
765
834.75
950.5
1228.25
1608.25
1751
2058.75
2330.5
2856.75
2946.5
3026
3414.75
3609
3930.5
4153.5
4286
4509.5
4562
4599.25
4565.5
4545.5
4527.5
4435
4283.5
4177
4089.5
3800.5
3772.25
3822
3665.75
3344.25
3113.5
2996.75
2726.5
2574.25
2265.25
2309.5
2093
2389.5
2378.5
2316.25
2048.5
1942.5
1827
1573.25
1359
1066.75
875.75
765.25
662
640
730.25
708.75
660.5
654.75
775
681.75
582.5
630.75
586.75
427
354
279.75
173.5
166
135.75
158.25
153.25
216.25
300.75
222.5
161.25
93
50
33.25
45
50
66.75
80.5
97.5
158.75
208.5
253
253.75
155.25
123.25
88.75
71.5
46.75
39.75
67
114.25
142
193.75
226.25
278.75
308.75
329
416
472
469
439
469.75
546.75
749
940.5
1199
1445.75
1789.75
2127
2153.5
2024
1756
1469.25
1351.75
1368.25
1432.25
1697.75
1906.75
2138.75
2235.5
2380.5
2431.75
2486.25
2627.5
2863.5
3225.25
3442.5
3440.25
3362.5
3353
3374.25
3433.5
3522.75
3479.25
3670.5
3609
3491.25
3522.5
3674.25
3592.5
3645.5
3659.5
3693.75
3724
3643
3598.5
3566.25
3573
3580.5
3336
3073.5
2375
1806.75
1476.75
1326.5
1165
945.75
892
987.5
1133.5
1319.25
1432.25
1510.25
1601.25
1632.5
1550.5
1428
1441.25
1955.75
2479.75
2939.25
3207
3595
3906.25
3992
4182.5
4235.25
4230.5
4271.25
4334
4376.5
4267.5
4032
4080.25
3833.25
3919.25
3817.25
4012.5
3839.75
3676.5
3698.75
3667.5
3572.25
3755.25
4238.5
4499.5
4512
4530
4310.25
4343.75
4362.75
4353.5
4539.25
4646.5
4699.25
4649.75
4581
4675.25
4020
3203
3169.75
3152
3065.5
3501.75
3573.5
3405.75
3983
3823.5
3763.5
3777
3779.5
3909
3896.25
3656.75
3826
3462
2987.25
2946.75
2716
2660.75
2733.5
2926.25
2995
2997.75
2880.25
2528.75
2644
2758
2837.5
2949.5
2895
2629.75
2539.5
2736.25
2845
3006.75
3007.75
3030
2834.5
2674
2521.75
2368.5
2240.5
2211.25
2326.75
2431
2473.5
2693
3189.75
3616
3794.5
3978.5
4086.75
3609
3664.75
3730.25
4041.75
3896
3441.5
2930.5
2709.25
3066.25
3551.5
3735.25
4069.75
3909.5
3671.5
3719.75
3756.5
3497.75
3468.5
3677.25
3553.25
3324.25
3420
3445.75
3416
3601.25
4094
4265.25
3860.5
3747
3884
4325
4172.5
4172.5
3765.25
3549.75
3260.75
2889.25
2810.25
2863
3030.25
2921.25
2954.25
3188
3312.75
3363.5
3333.5
3342.5
2830
2603.75
2785
2436.25
2215.5
2238.25
2041.75
1815.75
1518.75
1102.75
894.5
721.75
502.75
418.25
442.5
315.75
229.5
175.25
141.75
184.75
179.25
163.5
176.25
182.5
131.25
145.5
132.5
104.75
141.75
223
298.75
359
460
575.75
689.5
727.75
817.5
1082
1320
1449
1565.25
1590.25
1435.75
1346.25
1339.75
1336.75
1357.5
1354.75
1279.75
1164.75
1204.25
1250.25
1128.75
1011.75
956.25
914.75
938
863
899
929.5
825.75
726
540.5
492.5
430.75
326.25
302
363.25
365
364.25
305.25
307.75
242
155.25
87.5
49.25
45.75
60.5
74.5
97
124.5
126.75
176
155.75
155
154.75
192.75
201.5
216.5
221.25
266.5
372.25
422
356.5
253.5
218.25
251
222
248.5
314.5
458
685.75
854.5
979.25
837
660.75
558
702.5
541.75
345.75
281.75
208.5
164.5
127
111.25
97
68
40.75
60.25
82.75
92.5
108
98
105
114.75
98.75
85.25
62.75
51
76.25
90
56.25
70.75
108.75
142
144.75
149.75
187
137
120.25
161.5
182.5
184.5
189.5
163.5
211.25
349.25
417.75
480
465
498.75
606.25
671.75
908
1106
1180.25
1134
926.75
791.5
750.5
848.25
1004.75
1072.75
1049
1114.5
1219.75
1300.5
1374.5
1526.25
1782
2153
2369.75
2462.75
2855
3286.5
3300.5
3322.25
3386
3483
3539.5
3550.5
3772
3916
3725.25
3759.75
3950.25
4223.5
4337
4343.5
4367
4263.75
4026.5
4046.25
3962
4029.75
4173.75
4439.5
4535
4530.25
4481.5
4411.75
4120
3848.5
3571.75
3256.75
3133.5
2869.75
2557.25
2117
1940.75
1778.75
1548.5
1436
1356
1455.75
1586.5
1689.25
2128
2826.75
3614.25
4336
4449
4481.5
4441.25
4289.25
4047.5
3639.75
3353.25
3277
3252.75
3206
3423
3648
3636
3570
3648.75
3741.5
3764.25
3711.75
3407.5
3263.5
3300
3273.25
3525.25
3923.5
3961
3858
3800.75
4128.25
4071.5
4020.5
3618.25
3447.25
3382.75
3349
3265
3278.25
3478.25
3586.75
3769.25
3942.75
4020
4005.5
3934.75
4130.25
4129
3939.75
3952.5
4202.5
4100
3733.5
3669.75
3464.75
3625.75
3704.25
3609.75
3731.75
3677.25
3781.75
3713.25
3752.75
3852.75
4319.25
4559.5
4717.75
4386.75
4340
4318.75
4306.5
4331.75
4463.75
4468.75
4454.75
4449.25
4452
4450.5
4442.75
4427.5
4427.5
4080.5
4024.75
4246.5
4416
4397.5
4410.75
4501
4672.25
4660
4483.75
4175
