Wind Onshore [MWh] Berechnete Auflösungen
8128
8297.5
854
8552
8643.5
8711.75
9167.25
9811
9683
9501.75
10025
10862.5
11575.25
11977.25
11396
11326.5
13058
14911.5
16344
17484.5
18659
19831.5
20716
21589
22166.75
23158
23966
24708.75
25386
25783.75
25857.25
25694.5
26109.75
25566.75
25235.5
25390.75
25227.75
25363.25
24811.5
24493
24225.5
23809.5
24535
24281
23767
2389
24043
24150.5
23566.5
22767.5
21604.5
20405.5
19777.75
19994.75
20813.5
21432.75
22468
22926.75
22623.25
22727.5
22349.25
20658
18950.75
16978.75
15562.5
14889.75
13935.75
12432.25
13357
14702
15296.25
16823
1735
18222.5
18386.5
18462
18593.25
18246
18128
17499.5
17462
16757
16324
16403.75
16363
16187.25
15629.25
14602.25
13701.5
13250.5
13280.5
13821.75
13710.25
12663.5
11992.5
11992.75
11847.25
11814.75
12198.75
12312.75
13093.5
14394.5
14979
14917.25
14854
14288
1331
11953.5
10707
9407.75
7547.75
5931.25
4881.25
4352.75
4079.25
3706.75
3013.75
2480.25
1934.25
1618.25
1311.75
1011.25
763
703.25
764.25
928
1233.75
156
1945.5
2391
2804
315
3118.5
3491.5
4058.5
4866.25
6301.75
7718
8983
9187
9290.75
8860.5
9215.25
905
8643.75
8052
7797.25
8321.5
8364.75
8123.5
8184.25
7812.25
7439.75
6949
6718.75
6751.75
6956
7287.75
6834.25
6586.75
7028.75
8173.75
9694.25
10856.5
12267.75
13474.25
14025.75
14254.75
14502.25
15272.75
15915.25
16163.75
16258.5
16218.75
16962.5
17542.25
17502.75
17649.5
17565.5
17399.75
16774.25
16150.25
16086.25
15456.75
16225.25
16447.75
17673.5
19310.25
20809
22041.75
22217.75
22384
21968
21679.25
22051
23158.25
24532.25
26011.25
27146.25
27911
28755.75
29545.5
29566.25
28958
29197
29447
29699
29705
29661.25
29423.25
28356.25
27105.5
25649.25
23558.75
21604.75
20662
19604.5
19755.75
20045
21423
22731.25
23771.25
25689.5
27037.25
28073.5
28391
28808.75
29262.5
29195.25
28844.25
28765.5
28372.25
28411
28187.5
27765.25
27383
26811.25
26231.25
25062
24440.75
23870.25
23702.25
23008.75
22761.25
22972.75
23217
24260.25
24927
25873
26101.75
26844.75
27307
27861.25
28
28209.5
27834.25
27484.5
27862
27775
27859
27233.5
26257.25
24891.5
24310.75
2409
23811
22823.5
21934.25
21680.25
22473.75
24269.25
25108.25
25670.5
26092
27372.25
28173
28427
28550.75
28467.5
28494.75
27907.75
27423.25
27271.5
27598.25
27554.25
27174
25654
23951.25
22389.25
20984.75
19925
19849.25
20720.5
21794.75
23153.75
24027.75
24899.25
24700.25
24785.25
24557.75
23751
22456.5
21707.25
21133.5
20261.5
19388.5
18879.25
18427.25
17462.5
18055.75
18183.25
17505
16349
15464.5
14423.25
14479.5
15139.75
16632.75
18588.5
21049.5
21761
21589.5
21008.25
20654.25
20286.75
18641
16283.5
14237
13960.5
13998.25
13986.75
14003
14367
14540.5
14471
14130.75
13985.25
14116
14848.75
16356.25
18124
20028.75
22158
23222.5
24321
24700.25
25101.75
25392.5
25664.75
24834.25
24411
2435
24324.25
24209.5
2491
25703.25
25289
24642
2339
22665.75
21588.75
20749.5
20718
20083.75
19075.75
18159.25
17027.75
16012
14906
13025.75
11540.25
1017
8401.5
7052.75
5246
3857
3252.5
3705
3972.75
3984.75
3830.5
3815
3541.75
3335.25
3405.25
3674.25
4067.25
4412.75
4733
4894.25
5114
5297.5
5843.5
5687.75
5116.25
4577.75
4565.25
4949.5
4879.25
3957.5
3719.75
4626.5
5865.75
6389.75
6382.5
6853.25
6972.75
6747.75
6871
7007.75
6935
7285.75
7433.5
7308
7204.25
7486
6968.75
6334.5
5599
4985.75
4602
4073
3610.25
3265
3194.25
3408.25
3923.75
4076
3942.5
3813
3587.5
3350.25
3002
2529.75
2100.75
1739.25
1414
1246.75
1339.25
1534.75
1623.5
1456.25
1187
896.75
755.25
727.75
704.25
790.75
965
1151.25
1281
1268.5
1258.5
1289.5
1314.5
1302.25
1244.5
1134
1121
1045.75
920.75
837.75
801.5
803
798
713.75
571.75
442.25
339
312.25
324.25
334.25
326.5
424
485.25
495
498.75
602.75
626.5
689.5
764
775.75
798.75
797.25
819
950.75
1167.25
1379.75
1566.75
1597.75
1372.25
1198
1066
1152.75
1280.75
1554.25
2099.5
2646.5
3242
3681.5
3776.5
3807
3861.25
3881.25
3578
3370.5
3275.75
3227.5
3322.25
3571.75
3548
3409.25
3280.75
3004.5
2607
2289
2014.5
1919.75
1884.25
1884
1993
2207
2347.25
2298
2173
2101.75
1924.25
1793.5
1664.25
1565.25
1487
1471.25
1509.5
1422
1416.25
1392.5
1256.5
1029.75
873
750.5
673
622.75
584.5
598.75
649
740.25
838.75
1032.25
1474.75
2149.25
2809.5
3438.5
3928
4327.5
5046.25
6143.5
6847
6997.5
7403
7587.5
7451.75
7183.75
6631.25
5716.75
4935.25
4756.75
4348.75
4415.75
4776.25
5197
5751.25
6164.5
6522
6565.75
6491.25
6870.75
6984.75
7305.75
7231.25
7182.25
6884.5
6613.5
6200.5
5973.5
5549.75
5185
4385.25
3922.25
