Power Usage,Residuallast,Pumpspeicher,Wind Offshore,Wind Onshore,Photovoltaik
67820,50805,132,562,2721,13732
67068,49794,86,488,2402,14384
65424,49841,399,409,2284,12891
63965,51977,259,324,2274,9391
63095,56081,439,236,2396,4382
63706,59826,2183,193,3109,578
67784,63111,2358,173,4500,0
67354,61394,2210,141,5819,0
65261,58315,1870,161,6785,0
61084,53373,633,248,7463,0
56886,48372,542,315,8199,0
53533,44889,501,385,8260,0
49973,40989,321,673,8312,0
46975,37817,969,905,8254,0
45356,35946,1239,1134,8275,0
44665,34815,2635,1419,8431,0
44763,34659,3091,1655,8449,0
44812,34585,2932,1805,8422,0
45180,34642,2787,1758,8780,0
46285,35876,1717,1684,8725,0
48974,38341,670,1507,8725,402
52716,39826,577,1246,8018,3626
55080,38634,905,936,6616,8895
56240,37103,758,599,4608,13931
57080,36362,732,405,2951,17363
56137,36201,491,355,1873,17708
54313,37144,1090,225,1409,15535
52735,40523,1248,141,1140,10932
51766,45326,581,158,1301,4981
53394,50235,447,198,2184,776
58501,54805,3394,239,3458,0
59693,54961,3177,253,4479,0
57388,52166,2435,237,4985,0
53218,48341,2227,234,4643,0
50269,46088,444,197,3984,0
48643,45063,543,141,3439,0
45603,42174,656,134,3295,0
42464,39041,751,146,3277,0
40760,37287,1894,163,3311,0
40008,36352,2326,281,3375,0
39780,35777,2163,383,3620,0
40154,35675,1970,560,3919,0
40754,35810,1697,845,4100,0
41073,35883,1774,1033,4157,0
42696,36865,1219,1313,4121,398
45844,36554,716,1653,4064,3573
48845,35355,557,1675,3569,8247
50675,34424,634,1462,2411,12379
52724,35427,170,1217,1314,14767
52293,35637,861,993,867,14796
50378,36067,2225,927,760,12625
49159,38925,1823,994,869,8372
48959,43140,489,1279,1317,3223
50612,46221,566,1546,2526,318
55907,50178,2604,1830,3898,0
56771,50059,2942,1893,4819,0
54723,47752,2869,2010,4961,0
51938,45227,1922,1901,4810,0
49818,43614,640,1582,4623,0
49119,43575,450,1424,4120,0
46456,41333,1106,1293,3830,0
44319,39690,1971,1191,3439,0
42577,38289,2090,1110,3179,0
42303,38204,2774,1091,3008,0
42645,38669,2597,1018,2959,0
44832,40970,2171,1063,2799,0
49120,45194,1904,1069,2857,0
58167,54279,576,1011,2876,0
64028,59928,2420,983,2903,216
66325,60344,2605,937,2792,2253
66730,58062,1060,926,2391,5351
67240,56146,184,869,2073,8151
68270,55522,239,866,1888,9996
67718,54549,260,934,1765,10469
66951,54712,302,1073,1735,9432
65914,56228,606,994,1999,6693
65170,58906,512,1042,2304,2918
65710,61448,2192,1125,2810,328
69426,64759,1935,1291,3376,0
69190,64076,1848,1400,3714,0
66649,61434,1669,1471,3745,0
63178,58015,1019,1360,3803,0
59405,53996,854,1478,3931,0
56302,50803,652,1572,3928,0
52362,47185,1063,1443,3734,0
49254,44308,2493,1368,3578,0
47826,43087,2426,1269,3471,0
46984,42652,2853,996,3336,0
47313,43356,2716,827,3130,0
48666,44812,2249,922,2932,0
52199,48266,1613,1066,2867,0
60354,56529,637,1126,2700,0
65826,61906,1915,1157,2654,109
67880,62726,2469,1239,2639,1276
68493,61303,2351,1228,2515,3448
69467,60912,218,1112,2280,5163
70259,60941,405,1041,2091,6186
69791,60322,144,1099,1953,6417
68976,60575,210,925,1880,5597
67526,61098,330,595,1925,3908
67050,62752,800,597,2065,1636
67683,64514,1337,626,2345,199
69961,66745,1599,612,2604,0
69338,66044,1526,598,2696,0
67556,64395,1491,559,2602,0
63509,60620,869,547,2342,0
59065,56451,381,539,2075,0
55864,53465,311,485,1915,0
52013,50008,764,379,1626,0
48948,47220,946,275,1454,0
47611,46138,1324,245,1228,0
46814,45479,2340,201,1134,0
47009,45812,2296,222,976,0
48559,47250,2619,249,1059,0
51960,50631,1820,275,1055,0
59585,58284,755,288,1013,0
65642,64157,2156,311,1101,73
68209,66102,2083,472,934,701
68992,65468,1873,685,764,2076
69653,64969,1128,718,645,3322
70797,65281,263,743,577,4197
70492,64771,152,655,554,4512
69384,64261,74,623,519,3982
67859,63708,278,780,661,2711
67377,64558,697,877,822,1121
67981,65650,1838,991,1238,102
70557,67720,1955,1190,1647,0
70260,66297,1852,1777,2187,0
68254,63265,1873,2175,2815,0
64191,58067,447,2833,3291,0
60312,53022,444,3457,3833,0
56812,48185,510,3912,4715,0
53112,43522,708,4032,5558,0
50166,39657,2163,4342,6168,0
48313,37444,2425,4216,6654,0
47480,35834,2455,4465,7181,0
47983,35422,2939,4537,8025,0
49517,35979,2918,4483,9055,0
53167,38629,1303,4678,9861,0
60916,45231,412,4677,11008,0
66554,49700,440,4563,12207,85
69542,51051,2150,4827,12564,1100
70230,50201,1158,4895,11928,3206
70600,48270,201,4954,11541,5835
71253,47247,443,4868,11447,7691
70689,46822,226,4255,11196,8417
69660,47487,264,4224,10760,7190
68281,49125,296,4119,10278,4760
67558,52060,553,3901,9639,1959
67869,53773,1532,3455,10467,173
71211,55750,2314,3688,11774,0
70232,54458,2413,3412,12362,0
68600,52804,2314,3473,12324,0
64750,49661,200,3357,11731,0
60947,46083,360,3527,11338,0
57464,43862,313,3237,10365,0
53264,41290,866,2457,9518,0
49739,38668,1398,1758,9314,0
48016,37438,1056,1856,8722,0
47226,36894,2060,1749,8583,0
47546,37418,2789,1739,8389,0
49253,38589,2099,2263,8401,0
52014,40489,952,2443,9082,0
59898,47580,408,2658,9660,0
65429,52932,963,2528,9852,117
67576,53341,2032,2656,9543,2036
67883,50615,1441,3226,8516,5527
68053,47965,87,3910,7232,8946
68608,46731,100,4182,6301,11393
68159,45861,112,4107,6145,12046
67071,46520,144,4305,6092,10155
65176,47624,129,4613,6607,6333
64788,49884,170,4801,7830,2274
66005,51000,1566,4861,9986,158
69043,52217,2260,4698,12129,0
68895,50773,2161,4428,13694,0
66486,48055,2228,3814,14618,0
62226,44673,202,2824,14729,0
58157,41779,343,2041,14337,0
54952,40273,214,1229,13450,0
51019,37238,595,1286,12495,0
47152,34206,586,1301,11646,0
45209,33502,227,1040,10667,0
43634,33362,132,810,9463,0
43091,33803,199,755,8534,0
43385,34077,405,1009,8298,0
44050,35062,486,981,8007,0
45889,37204,446,1057,7628,0
48842,39085,79,1719,7921,117
52318,39819,301,2281,7969,2249
55251,38590,661,2465,7876,6320
56438,36704,593,2378,6822,10535
57205,35545,275,2621,5908,13131
56383,33700,636,3267,5681,13735
54324,33915,627,2924,5279,12207
52631,35507,203,3076,5434,8614
52226,38538,196,3855,6065,3768
54323,41646,1207,4185,8078,414
59670,43707,2265,4867,11097,0
60574,40761,1564,5366,14448,0
58818,35963,1528,5758,17098,0
54890,30418,143,5825,18647,0
51768,25720,364,5949,20099,0
49880,23430,185,5935,20515,0
47030,19602,739,6053,21375,0
44022,16450,1432,5791,21781,0
42460,14890,1343,5767,21804,0
41705,13982,1469,5913,21810,0
41907,14488,1877,5883,21536,0
42104,14620,1985,5871,21613,0
42430,15029,2103,5859,21543,0
42995,15282,1933,5869,21845,0
44815,16798,1531,5914,21931,172
47873,17472,1833,5915,21874,2613
50763,17047,1070,5850,21253,6614
52692,15978,1493,5812,20262,10640
54845,15935,1424,5691,20045,13176
54194,15577,1656,5665,19914,13038
51735,14419,1393,5749,20723,10844
50859,15923,901,5825,22045,7066
51602,18580,315,6028,24337,2657
54753,19528,1278,6204,28869,154
59769,21439,2665,6064,32267,0
60446,21182,2614,5695,33568,0
58334,19192,2632,5291,33851,0
55842,18308,3891,5210,32324,0
53836,18032,2017,5124,30681,0
52695,19507,440,5761,27427,0
49470,16980,531,6127,26364,0
46528,14148,735,6120,26260,0
44883,13458,669,6011,25415,0
44790,14079,966,6177,24535,0
45400,14681,2081,6072,24647,0
47302,16391,1913,5451,25460,0
51664,19650,1566,5758,26256,0
60768,27377,1207,5849,27542,0
67212,34164,1097,5468,27508,72
69188,35896,1386,5549,26416,1328
69754,34763,644,5545,25356,4090
70236,32888,169,5735,24544,7070
72056,32672,791,5593,24965,8826
71946,33324,434,5540,24640,8442
70311,34760,255,5671,23387,6493
69060,37524,696,5966,21573,3997
68304,41259,1720,5960,19471,1614
68917,43928,2432,5691,19184,115
71707,46745,2690,5546,19416,0
70689,45906,2737,5532,19251,0
68787,43926,2561,5519,19342,0
64694,39927,2057,5211,19557,0
61100,36114,537,5504,19483,0
58041,33661,424,5662,18718,0
53708,30112,334,5384,18212,0
50780,27763,1261,5003,18014,0
49138,26094,1499,5000,18043,0
48259,25733,2071,4988,17538,0
48135,26615,1275,4741,16779,0
50051,28716,1619,4719,16616,0
54181,32370,1594,4721,17090,0
61940,38177,719,4816,18948,0
67687,42683,2194,5025,19910,69
70033,43209,1951,5033,20453,1338
70485,40627,1038,5183,20526,4150
71540,38447,654,5292,21018,6783
72968,38246,792,5399,21523,7799
72283,37699,666,5803,21672,7110
71952,38466,405,6168,21809,5509
71052,39888,454,6304,21254,3605
70713,42782,1228,6301,20158,1472
71168,44586,1672,6319,20155,108
73224,46792,2479,6332,20100,0
71996,45764,2473,6346,19886,0
70037,44087,2120,6346,19605,0
66249,40233,1187,6317,19699,0
62456,37413,925,6338,18706,0
58673,35442,301,6338,16893,0
54712,32718,550,6329,15666,0
50986,29974,1363,6310,14702,0
48630,28500,687,6288,13842,0
47992,28404,989,6291,13298,0
48237,29128,1275,6193,12916,0
49726,30910,1322,6251,12565,0
53476,35217,838,6207,12052,0
60819,42444,628,6146,12229,0
66418,47630,2882,6233,12452,103
68511,47557,2183,6292,12535,2128
68727,44098,2530,6330,12025,6275
69067,40972,1611,6479,11218,10397
70418,39061,978,6459,11627,13272
69555,37443,1005,6360,11615,14136
68120,38195,626,6296,11047,12583
67082,40869,422,6275,11012,8927
66890,45255,370,6328,11453,3854
67754,45907,218,6378,15104,365
72089,46259,2649,6406,19424,0
72275,42876,2352,6142,23258,0
70778,39125,542,5449,26204,0
66725,33638,858,5022,28066,0
62765,28833,1104,4708,29224,0
59506,26055,275,4283,29169,0
55875,21845,1360,4281,29749,0
52997,18756,1512,4285,29956,0
50789,16207,1637,4289,30294,0
49840,15253,2470,4283,30304,0
50128,16280,2513,4285,29563,0
51620,17982,2291,4292,29347,0
55482,21157,1855,4285,30041,0
63274,27609,1302,4276,31389,0
69593,33286,904,4285,31923,99
71251,34037,2616,4284,31721,1209
72278,33546,286,4283,31637,2812
73244,33247,397,4629,31481,3887
74639,33621,492,4514,31902,4602
74517,33611,271,4305,31885,4716
73228,33443,956,4273,31280,4232
71978,34772,857,4035,30205,2967
70989,37223,527,3726,28879,1162
71701,38964,739,4450,28212,75
74444,41635,1976,5390,27420,0
72899,41659,2357,5877,25363,0
70569,41953,2435,5965,22651,0
66407,40524,1359,5992,19891,0
62425,37581,735,5931,18914,0
59302,34611,709,5961,18729,0
55588,30060,1105,5864,19664,0
52821,26833,1763,5493,20496,0
50526,25907,2009,5009,19611,0
49700,26998,1468,4654,18049,0
50118,28597,2342,4956,16565,0
51566,31458,2135,5183,14925,0
54895,36591,683,4639,13666,0
61864,45037,244,4153,12674,0
67463,51794,2206,3933,11673,63
69673,54210,2607,3300,10027,2136
69861,53260,2542,2914,7611,6076
70141,52063,1164,2381,6569,9128
70399,52410,367,1779,5828,10382
69428,52749,157,1462,5416,9802
67869,53299,238,1262,5334,7976
66530,54668,1287,1600,5258,5004
65729,57036,839,1956,4834,1904
67076,58958,2273,2670,5337,112
70165,60497,2277,3581,6087,0
69072,58047,2371,3900,7126,0
67504,54549,2094,4622,8333,0
63271,48043,310,5077,10151,0
59549,43299,481,4508,11742,0
56561,40001,223,4560,12000,0
52726,35492,218,5014,12219,0
50220,31795,245,5224,13201,0
48599,28757,372,5388,14455,0
47831,26879,450,5596,15356,0
47693,25549,216,5464,16681,0
48074,24658,204,5600,17816,0
48685,23377,606,5702,19606,0
49915,22767,416,5072,22076,0
53104,24548,275,4950,23537,70
56750,25275,138,4798,24795,1883
59863,24433,1023,4620,25811,5000
61198,22969,1094,4494,25794,7942
62008,22116,1039,4492,25762,9638
61185,21324,1059,4490,25626,9745
59843,21265,2289,4428,25770,8381
58378,22551,1293,3999,25872,5957
58543,26258,846,4128,25815,2342
60218,29892,452,4177,26003,146
63773,32469,1896,4171,27134,0
63739,31681,2291,4189,27869,0
61407,29114,395,4190,28104,0
57613,25543,411,4178,27893,0
54937,23306,520,4179,27452,0
53294,22820,332,4166,26309,0
51117,21449,799,4154,25514,0
47880,19298,819,4142,24441,0
46046,17958,1027,4086,24003,0
44797,16893,1099,4294,23609,0
44834,16439,1873,4702,23694,0
44854,16356,1411,4727,23771,0
45148,16408,920,4697,24044,0
45626,15502,2142,4700,25425,0
47222,17242,1910,4715,25209,57
50087,18899,617,4743,24911,1535
53383,19241,1174,5174,24281,4688
56014,20383,898,5797,22532,7302
58907,22359,972,6199,21212,9137
58563,22819,2105,6209,20165,9370
56211,23578,2153,6198,18696,7740
54579,27463,526,6168,16323,4625
53845,32428,202,5999,13949,1469
56230,37625,2133,5845,12697,62
59849,41687,1888,5537,12625,0
60179,41448,1996,5482,13249,0
58502,39115,1930,5586,13802,0
56260,35932,2306,5550,14778,0
54260,33498,2190,5722,15040,0
53707,32341,1527,6109,15257,0
51029,30036,1609,5891,15102,0
47856,26568,1646,5942,15347,0
46517,24572,2150,6125,15820,0
46234,23590,1941,6130,16514,0
47049,24018,2055,6196,16835,0
48643,25713,1817,6165,16766,0
52679,29985,2018,6195,16499,0
61329,38533,287,6191,16605,0
68292,45315,1698,6140,16798,40
70771,47754,2364,5934,16026,1057
71421,47824,2101,5975,13948,3674
71566,46584,319,5348,12412,7222
72746,46393,560,4827,12051,9475
72391,46282,629,4615,11988,9506
71682,47749,325,4519,11682,7731
70278,50020,322,5212,10230,4816
69521,53325,497,5926,8649,1622
69674,54387,2486,6149,9063,75
72444,55496,2332,6229,10720,0
72149,53606,1962,6240,12303,0
70960,51624,737,6052,13285,0
67681,48301,163,5516,13864,0
63925,44882,244,4998,14046,0
60964,43247,716,4678,13040,0
56419,39341,619,4182,12896,0
53303,36312,1113,3892,13099,0
51599,34592,682,3372,13635,0
51542,33319,1352,3985,14239,0
52768,33335,2646,4518,14916,0
54002,34645,2388,4530,14827,0
57101,37770,1683,4514,14816,0
64592,44671,474,4635,15285,0
70409,50043,1306,5658,14671,38
72088,51653,2145,5763,13797,875
72502,51640,1611,5757,12298,2807
72840,51149,397,5938,10540,5214
73215,50669,261,5943,9649,6954
72717,50502,95,5874,8729,7611
71589,51261,442,5670,7757,6902
70234,52835,360,5599,7304,4497
69889,55129,340,5751,7404,1606
70615,56585,1458,5813,8119,98
72953,58153,2410,5755,9046,0
72254,57019,1764,5648,9587,0
70411,55020,1561,5741,9650,0
67337,51951,437,5789,9597,0
63457,48370,254,5668,9419,0
60327,45449,946,5537,9341,0
56696,41802,1415,5601,9293,0
53534,38284,2500,5624,9625,0
51367,36382,2342,5364,9621,0
50448,35425,2415,5320,9703,0
51216,36412,2550,5318,9487,0
52082,37826,1933,4984,9273,0
55702,41780,2095,4839,9082,0
63272,49038,400,4729,9506,0
69413,56031,2020,3663,9683,36
71320,57478,1388,3420,9531,891
71726,57120,1495,2851,8450,3305
71659,55769,449,2414,7248,6227
72326,56083,272,2149,5842,8252
71753,55830,162,2138,4957,8828
70493,56389,433,1981,4576,7548
69596,58314,414,2143,4469,4670
69571,60273,1387,2265,5590,1444
70934,60417,1866,2614,7858,46
73723,60846,1962,2875,10002,0
73671,58966,1969,3432,11273,0
71539,56788,2146,3316,11434,0
67235,53106,431,2977,11152,0
63661,50060,742,2803,10798,0
60277,47272,728,2937,10068,0
56484,43645,1278,3109,9730,0
53677,41159,1610,3043,9476,0
51997,39636,2086,3059,9303,0
51398,38857,2463,3108,9433,0
51656,39353,2454,2786,9517,0
53156,41447,2616,2335,9374,0
56767,44974,2467,2514,9279,0
64222,52606,755,2499,9117,0
69043,57946,2185,2166,8899,33
70770,59829,1962,2187,8142,612
71244,60156,1998,1950,6946,2192
71988,60360,2465,1667,6038,3923
72323,60335,1494,1545,5432,5011
72181,60367,340,1493,5189,5132
71455,60798,256,1495,4711,4453
70148,61552,511,1368,4343,2885
69568,63696,1138,1289,3665,918
70380,65704,677,1255,3381,39
72326,67981,1831,1190,3155,0
71409,67427,1824,1041,2941,0
69633,66104,2511,883,2646,0
65836,62767,347,767,2302,0
62747,59880,644,671,2197,0
59769,57116,722,613,2041,0
56036,53640,1242,574,1822,0
52920,50744,2642,550,1627,0
50814,48928,2491,499,1386,0
49880,48310,2621,396,1174,0
50116,48732,2594,303,1081,0
51498,50364,2610,259,876,0
54800,53842,2399,224,735,0
61654,60808,890,161,685,0
67225,66452,1866,128,622,23
69101,67662,1550,103,691,644
69384,65968,1404,46,764,2606
70165,64504,784,75,817,4769
70422,63114,431,84,761,6463
69727,61407,453,188,755,7376
68048,60121,369,307,861,6760
66562,60897,410,413,887,4366
66171,63097,591,626,1023,1426
67871,65117,2176,1111,1591,53
69846,66098,2176,1435,2314,0
69138,64464,2197,1693,2981,0
67743,62581,1777,1780,3383,0
63832,58285,646,2095,3452,0
60189,54395,275,2259,3536,0
57364,51507,827,2196,3661,0
53771,47947,766,2280,3545,0
50539,44860,794,2317,3363,0
48564,43315,734,1982,3267,0
47629,42670,905,1757,3202,0
47445,42553,958,1782,3110,0
47597,42715,1250,1679,3204,0
47849,42861,1287,1630,3358,0
49210,44433,659,1529,3248,0
52132,46948,534,1640,3523,21
55343,49025,566,2005,3848,466
58366,49725,259,2518,3982,2141
59688,48939,460,2622,4105,4022
60666,48739,578,2616,3946,5365
60186,47769,466,2575,4030,5813
58554,47246,336,2236,4134,4938
57314,48273,373,1749,4288,3004
57444,49747,247,1637,5075,985
60088,52160,1016,2188,5696,44
62988,53604,2131,2671,6713,0
63184,52281,2351,3057,7846,0
60904,49775,2363,3056,8073,0
57038,46240,266,2875,7923,0
54493,44023,299,2954,7516,0
53604,43749,683,3125,6731,0
50527,41520,1239,2823,6184,0
47548,39504,1847,2408,5636,0
45814,38351,2458,2161,5303,0
44571,37726,3066,1804,5041,0
43996,37546,3028,1642,4808,0
44024,37781,3145,1492,4751,0
44168,37961,2886,1413,4794,0
44423,38184,1844,1401,4838,0
46303,39716,1201,1657,4914,16
49088,41574,1441,1637,5160,717
52413,42840,858,1328,4948,3297
54829,43371,797,1177,3982,6299
56960,44443,1016,839,3239,8439
57024,44609,591,787,2782,8847
55036,44438,758,672,2343,7583
53349,45924,509,468,2053,4904
53417,49475,273,257,2014,1671
56222,53791,390,125,2241,66
60078,57414,1533,82,2583,0
60150,57538,2830,128,2485,0
58708,56143,2822,171,2394,0
56244,53754,65,196,2295,0
54498,52133,873,228,2137,0
54144,51769,736,349,2027,0
51177,48883,779,445,1849,0
49218,46930,1874,543,1745,0
47835,45436,2003,782,1617,0
47376,44681,2776,1054,1641,0
47923,44751,3039,1513,1659,0
49762,46038,3248,1961,1763,0
53640,49215,2448,2367,2059,0
62125,57087,2161,2613,2425,0
68106,62065,2973,3152,2877,13
70026,62016,1765,3657,3427,927
70543,58134,1622,4462,3928,4019
72081,55216,1178,5043,4496,7326
72797,52473,1155,5411,5373,9540
72797,50913,184,5683,6229,9972
72507,51413,167,5689,6857,8548
71424,52882,360,5589,7577,5376
71507,54888,243,6025,8807,1788
72788,55891,461,5864,10943,90
75348,55949,2333,6007,13393,0
74636,53924,1568,5286,15427,0
73111,51341,1330,4800,16970,0
69005,47011,1363,3858,18136,0
65454,43724,625,3458,18273,0
63239,42703,1001,3501,17035,0
59166,39239,1828,3668,16259,0
55465,37455,2266,3300,14710,0
53202,37757,1724,2549,12896,0
51750,37262,2025,2959,11528,0
51920,38539,3343,3212,10169,0
53568,41087,2034,3961,8521,0
56505,44670,1465,4444,7391,0
63952,52792,984,4791,6369,0
69620,59708,737,4603,5290,19
71525,62123,1486,4748,4466,189
72414,63253,1681,4880,3590,691
72930,64509,2103,4152,2934,1335
73234,65494,1219,3429,2526,1785
73032,65697,536,2705,2616,2014
72429,65655,765,2219,2836,1719
71529,66126,607,2118,2306,979
71108,66426,299,2087,2304,292
71867,67073,1561,1922,2864,8
73107,68466,1347,1854,2787,0
72268,67935,1338,1579,2754,0
70018,65873,981,1526,2620,0
66402,62545,185,1483,2374,0
63115,59632,487,1421,2063,0
60323,57155,821,1347,1821,0
56595,53435,1387,1260,1901,0
53646,50698,2931,1075,1873,0
51664,48982,3433,866,1816,0
50865,48001,3743,949,1915,0
51284,48554,3995,857,1873,0
52487,49915,3515,790,1782,0
55648,53141,2220,771,1736,0
62986,60529,847,706,1751,0
68507,65892,883,785,1810,20
70843,67686,1597,857,1816,485
71484,67327,1258,890,1683,1585
72446,67425,1536,840,1316,2866
73287,67678,1468,691,1027,3891
72642,67083,981,587,914,4060
72567,67634,1233,665,991,3278
72059,68224,1592,815,1170,1851
71991,68784,1077,1072,1674,461
72990,69052,1092,1378,2549,11
73696,68570,1411,1749,3377,0
72572,66655,1444,2117,3801,0
70923,64107,1085,2497,4319,0
67513,59797,144,2835,4881,0
64411,55695,207,3513,5203,0
61755,51995,645,4198,5563,0
58170,47215,1192,4880,6076,0
55671,43548,2464,5580,6543,0
53541,40908,2544,5857,6776,0
52860,39842,2841,5982,7036,0
53036,39532,3087,5824,7681,0
54524,40800,2848,5547,8177,0
58023,44273,1833,5038,8712,0
64840,51356,389,4275,9209,0
70937,57074,2451,3670,10174,20
73747,58894,1731,3495,11163,196
74738,58401,1537,4164,11476,698
75537,57965,1385,4379,11730,1463
76310,57125,1253,5007,11938,2240
76380,56006,246,5279,12115,2980
75745,55238,435,4996,12371,3141
74793,54788,673,4414,13479,2112
75071,53823,430,5390,15162,697
76509,52458,617,6190,17843,18
78406,51550,2354,6381,20476,0
77790,48971,1269,6468,22351,0
75582,46081,367,6275,23226,0
70434,40385,856,6051,23998,0
66512,36247,1116,5932,24333,0
63842,34099,2483,6007,23737,0
60165,30018,2295,6051,24097,0
56975,26836,2169,5703,24437,0
55020,24362,2411,5546,25112,0
54734,23195,2799,5623,25916,0
55173,23095,3313,5430,26649,0
56134,23889,2855,5452,26794,0
58711,26737,2068,5382,26592,0
65692,33529,574,5340,26823,0
72250,41203,502,5434,25603,11
74812,44200,86,5459,24759,395
74735,44844,571,5302,22880,1710
74221,45522,382,5300,20459,2940
74482,45863,170,6225,18361,4034
73853,46121,936,6615,16806,4312
71924,46056,1192,6528,15167,4174
70678,46771,1035,6491,14447,2970
70528,48505,1750,6463,14675,885
72272,50660,1400,6200,15395,18
73624,52948,2354,5876,14800,0
72342,53267,2233,5714,13361,0
69497,52364,2312,5011,12122,0
65196,50262,1547,4373,10561,0
61185,47765,788,4084,9336,0
58890,46479,1395,3529,8882,0
55329,44357,1807,2522,8450,0
51078,41131,1347,1549,8398,0
49816,39716,1670,1218,8881,0
48736,39210,1862,798,8728,0
48286,38896,2339,845,8545,0
48360,38931,2602,771,8658,0
48472,38846,2095,809,8817,0
49394,39842,1969,938,8614,0
52968,42381,1010,1630,8948,10
56928,43759,1770,2166,10446,558
59327,44348,509,1943,10954,2082
60316,44769,264,1813,9789,3946
61742,46390,344,1826,8226,5300
60959,47578,592,1726,6413,5243
59429,47530,415,2359,5620,3920
58210,47237,471,3044,5633,2296
58531,48474,389,3569,5784,704
60690,50229,1648,4059,6380,21
63113,52272,2431,3811,7030,0
62677,51767,2631,4037,6873,0
60518,49147,2433,4849,6523,0
56393,45693,811,4978,5723,0
53578,43877,470,4100,5601,0
52072,43943,1168,2591,5538,0
49446,41508,1979,1853,6085,0
46553,38443,935,1554,6556,0
44838,37264,1255,1134,6440,0
43887,36530,1690,714,6643,0
43595,36110,2081,678,6807,0
43957,35771,2538,694,7492,0
43986,34992,2710,837,8158,0
43651,34154,2505,1098,8400,0
45920,35731,2312,1672,8509,9
49812,38659,2246,2102,8742,309
53060,41212,744,1825,8670,1353
55260,43023,514,1647,7915,2675
58119,46497,1082,1507,6765,3351
58144,46665,1362,1678,6133,3668
56080,44690,631,2170,6356,2864
55066,44528,234,2621,6475,1443
55307,45116,151,3189,6693,310
58075,46700,1496,4100,7272,4
61071,49007,2682,4209,7855,0
61258,49441,2615,3791,8026,0
59579,47663,237,3526,8391,0
56911,45928,303,2351,8632,0
55178,44565,226,1574,9039,0
54807,44516,224,1382,8910,0
52291,41596,990,1462,9233,0
49657,38868,831,1626,9163,0
47976,36827,716,1460,9689,0
47788,35682,2387,1337,10769,0
48394,35528,2688,1570,11296,0
50477,36795,2590,1913,11769,0
54702,39780,2423,2287,12635,0
63412,47017,491,2530,13866,0
70726,53473,966,2769,14473,10
72894,54311,1313,2985,15262,338
73312,53596,218,2922,15242,1552
74114,53109,364,3398,14635,2972
75206,52662,168,4787,14186,3572
75115,51929,255,5784,13775,3628
74253,52086,395,6134,13087,2946
72969,53139,592,5761,12240,1830
72588,54673,575,5848,11473,595
73561,56884,1150,6232,10425,20
74929,59266,1722,5976,9687,0
74328,59439,1914,6124,8765,0
72260,58549,1820,6373,7338,0
67771,55231,1339,6316,6225,0
63831,52260,580,6013,5558,0
60623,50357,1146,5213,5054,0
56017,47086,1139,4024,4906,0
52535,44539,1977,2919,5078,0
50816,43714,2700,2106,4997,0
49721,43258,2926,1352,5111,0
50318,43952,3054,1207,5159,0
51685,45476,3162,1189,5020,0
54987,48615,1933,1333,5039,0
62366,55936,589,1417,5014,0
68754,62088,134,1555,5104,7
71361,64576,1958,1235,5228,321
71520,63317,1756,1298,4744,2162
71861,61899,1137,1371,3905,4686
72498,61289,907,1208,3101,6899
71926,60704,462,972,2540,7711
70685,60975,121,830,2344,6536
69957,62661,156,816,2690,3791
70232,64587,605,836,3843,967
72254,65695,1427,737,5802,21
73904,66097,1551,738,7070,0
73684,64804,1604,1075,7806,0
71441,62743,1556,1084,7613,0
67006,59331,913,1224,6451,0
63129,56460,820,1272,5398,0
59887,53984,680,1164,4739,0
56141,50538,1175,1091,4512,0
53280,48240,1642,1010,4030,0
51486,46346,2473,897,4244,0
50678,45294,3026,980,4405,0
50977,45511,3318,1395,4072,0
52400,46674,3021,1793,3933,0
56065,50643,1795,1668,3754,0
63149,57898,255,1628,3623,0
69988,64887,536,1517,3574,11
72011,67158,1133,1434,3286,133
72493,67706,1016,1393,2756,638
73474,68683,1204,1405,2099,1288
74472,69611,1491,1434,1762,1665
74317,69316,1201,1580,1617,1804
73437,68732,1279,1486,1640,1579
72535,68288,1301,1495,1737,1015
72152,68409,2154,1411,2022,310
72901,69287,1607,1352,2252,11
74234,70253,2197,1520,2461,0
73395,68924,1644,1812,2659,0
71329,66357,1096,2307,2665,0
67267,61754,399,2895,2618,0
63641,58277,201,2931,2433,0
60645,55574,1038,2680,2392,0
57255,52122,1835,2820,2312,0
54032,48814,2585,2828,2390,0
51659,46832,3312,2291,2536,0
50746,46460,3111,1832,2454,0
50998,46872,3350,1941,2185,0
52569,48467,3314,2011,2092,0
56341,52590,2625,1719,2033,0
63395,59948,731,1498,1948,0
70036,66871,683,1413,1743,10
72309,69378,2019,1195,1569,167
72496,69280,1315,1237,1331,648
72581,68872,1469,1104,1103,1503
73451,69747,1420,940,815,1949
73947,70595,1781,790,696,1865
73328,70605,854,695,652,1376
71845,69731,1896,639,729,746
71947,70234,2198,656,860,197
72688,70960,1727,650,1070,8
74056,71953,1962,661,1442,0
73418,70571,1075,925,1922,0
71440,67838,271,1368,2235,0
67675,63421,477,1685,2569,0
64275,59541,157,1911,2823,0
61052,55840,534,2111,3101,0
57133,51027,1108,2439,3668,0
54388,47641,1670,2752,3995,0
53188,45339,2593,3045,4804,0
52391,43440,2779,3145,5806,0
52620,42233,3043,3275,7112,0
53850,41902,3249,3819,8129,0
56922,43697,2175,4555,8670,0
63565,48610,926,5110,9846,0
70331,53970,3027,5643,10709,9
72746,54935,1653,6018,11550,244
