Power Usage,Residuallast,Pumpspeicher,Wind Offshore,Wind Onshore,Photovoltaik
69739,40939,628,3145,13602,12052
68717,39593,417,3167,14233,11724
66725,39793,395,3164,14420,9347
65156,39928,365,3158,15314,6757
64054,41153,683,3159,15780,3962
64390,44064,508,3151,15924,1251
66561,46572,345,3154,16750,84
68099,47288,171,3175,17637,0
64190,43546,271,3174,17470,0
60429,40524,362,3170,16736,0
57112,38605,286,3174,15333,0
52510,35155,1366,3176,14179,0
48728,32429,1990,3163,13136,0
46311,30033,3742,3166,13112,0
44846,28075,5794,3162,13609,0
44981,28412,5525,3151,13419,0
45390,29389,4907,3144,12858,0
45948,30359,3472,3142,12448,0
47404,32154,3450,3138,12111,0
50348,35624,2849,3136,11561,28
53295,38656,1242,3139,10531,970
56244,40025,637,3101,9773,3346
57702,39761,1150,2972,9087,5882
58532,39857,1016,2802,8086,7786
57740,38923,991,2655,7245,8917
55648,38057,1300,2380,6067,9145
54582,38803,874,2150,5265,8365
53717,41062,531,2066,4340,6250
52767,43695,530,1882,3645,3545
54009,48011,313,1662,2997,1340
56717,52464,0,1520,2627,106
58049,53959,0,1477,2613,0
54229,50182,71,1480,2567,0
51113,47423,50,1250,2441,0
49539,46318,11,992,2229,0
46129,43201,473,913,2015,0
42593,40083,1116,779,1731,0
40710,38458,1402,703,1550,0
39426,37349,1728,623,1453,0
39456,37496,2518,632,1328,0
40144,38061,3809,747,1336,0
40248,38024,3878,785,1439,0
40701,38320,2180,823,1558,0
42426,39783,826,918,1694,32
45185,40891,120,948,1932,1414
48231,40133,321,1164,2005,4929
50542,38494,275,1062,1539,9447
52066,36700,548,1117,1106,13144
51229,33265,1932,1206,1252,15506
48752,29930,3454,1283,1650,15889
47064,29019,3246,1395,1935,14714
46274,30608,3098,1506,2184,11975
46587,34676,1539,1817,2589,7504
48918,41012,576,2219,3115,2573
53228,45997,142,2524,4601,106
55464,46203,232,2739,6523,0
52897,42465,513,2768,7664,0
50719,39703,672,2725,8291,0
50490,39565,401,2626,8299,0
46979,36319,1650,2366,8295,0
44375,34080,2450,2182,8113,0
42622,32544,3221,2112,7967,0
41829,31862,4879,2211,7756,0
42755,32880,5229,2258,7617,0
44680,34985,4942,2122,7574,0
49214,39682,2377,2010,7523,0
58437,49243,410,1790,7404,0
65656,56684,18,1641,7299,32
67766,57986,0,1646,7156,979
68352,57030,6,1650,6599,3074
69206,57096,7,1473,5345,5293
70204,57384,5,1197,4244,7380
70233,57423,2,931,3495,8385
69484,57830,41,856,3161,7638
67745,57748,11,778,2945,6274
66905,58809,4,822,2787,4488
65466,59724,1,820,2502,2420
65672,61678,5,772,2454,768
67726,64379,0,680,2618,49
68925,65423,0,700,2803,0
64961,61394,85,838,2729,0
60981,57594,429,886,2502,0
57509,54399,737,905,2206,0
52461,49765,2546,815,1882,0
48688,46137,4422,867,1685,0
46600,44049,5118,805,1746,0
45470,42897,5165,633,1940,0
46096,43289,4969,793,2013,0
47761,44881,5100,939,1941,0
51588,48451,3794,1105,2031,0
60407,57027,545,1196,2184,0
67368,63589,6,1372,2400,8
69784,65275,6,1580,2473,455
70256,64240,3,1826,2258,1932
71260,63585,6,1975,2047,3653
71655,61472,7,2127,2485,5571
71016,58601,342,2026,3319,7070
69895,55686,738,2242,4411,7557
68680,53956,826,2536,5146,7043
67990,54524,320,2748,5397,5321
66727,54997,85,2852,5906,2972
67010,57168,76,2706,6323,813
69440,59542,58,2356,7507,35
69943,59169,12,2244,8530,0
66191,54512,670,2140,9539,0
61888,49995,1527,2036,9857,0
57975,47155,2159,1368,9453,0
53053,43350,3606,945,8759,0
48825,39811,4709,745,8270,0
47067,38405,5385,663,7999,0
46151,37683,5457,555,7913,0
46831,38741,5314,563,7526,0
48400,40818,4929,386,7196,0
52361,45298,3577,250,6813,0
60634,53574,1660,195,6865,0
66965,59664,337,260,7034,7
69706,62192,187,244,6761,510
69961,60890,12,262,6735,2074
71681,60544,11,226,7101,3811
72593,59496,19,218,7492,5387
71544,57053,272,278,8182,6031
70934,55844,133,249,8522,6319
69502,54848,91,297,8416,5941
68562,55348,114,433,8121,4661
67172,56064,156,505,7951,2653
67502,58034,39,858,7871,738
69734,60234,314,1061,8401,38
70060,59796,329,1481,8783,0
66513,55692,302,2128,8693,0
62445,52045,636,2382,8019,0
58403,48445,2296,2365,7594,0
53680,44234,2836,2225,7221,0
49663,40578,2949,2323,6762,0
47482,38329,3703,2790,6363,0
47205,38240,3856,2854,6111,0
47571,38391,4421,3147,6033,0
49163,40173,3455,3245,5744,0
52873,44174,2580,3311,5388,0
61192,53096,1375,3323,4773,0
67719,60133,173,3349,4229,7
69715,62046,6,3047,4100,522
70729,62044,1,2665,3851,2169
72331,62777,3,2209,3455,3890
72557,61677,2,2082,3233,5566
71620,60196,49,1835,3174,6415
70731,59483,104,1929,3074,6245
69692,58734,228,2082,3219,5658
68920,59117,73,2261,3089,4454
67508,59558,118,2439,2830,2681
67802,61671,231,2695,2665,772
69982,64160,163,2790,3001,32
70185,64460,35,2532,3193,0
66021,60365,451,2273,3382,0
62307,57281,117,2021,3005,0
58554,54124,920,1696,2733,0
54031,50115,2119,1356,2560,0
49910,46308,2966,1322,2281,0
47997,44644,3525,1252,2102,0
46946,43827,3532,1072,2047,0
47372,44308,3364,1168,1897,0
48878,45648,3652,1386,1844,0
52141,48852,2550,1494,1796,0
60587,57133,479,1718,1736,0
67467,63438,3,2041,1984,5
69922,65330,1,1942,2282,368
70587,64295,0,2251,2462,1580
71685,63494,1,2600,2483,3109
72250,62687,3,2930,2435,4198
71400,60633,6,3154,2754,4858
70038,58918,75,3217,3039,4864
68233,57471,87,3213,3177,4372
66416,56940,354,3208,3029,3239
65916,58000,107,3180,2885,1852
66100,59260,320,3251,3077,513
68108,61621,142,3339,3125,23
67925,61330,35,3324,3271,0
63250,56827,621,3124,3300,0
59292,52994,973,2981,3317,0
55989,50064,1285,2605,3321,0
51993,46453,1776,2383,3158,0
48269,42921,603,2331,3018,0
46209,40814,1501,2361,3035,0
44977,39572,3261,2265,3141,0
44879,39503,3671,2260,3117,0
45020,39806,3093,2247,2967,0
45801,40639,2482,2167,2995,0
47201,42083,1963,2040,3078,0
50354,45252,432,2150,2946,7
53205,47588,743,2214,2855,549
56132,48787,559,2430,2560,2356
58159,49039,311,2415,2013,4692
59271,48925,157,2221,1617,6509
58212,48000,37,2032,1341,6838
55952,46251,301,1792,1350,6559
54662,45638,290,1600,1313,6112
53645,46301,489,1365,1113,4866
53469,48388,536,1259,887,2935
54859,52025,324,1215,747,873
58099,56346,14,1100,624,30
57835,56053,176,1245,538,0
54227,52609,201,1140,478,0
51486,50172,158,904,410,0
49714,48539,296,815,361,0
46783,45798,1115,689,296,0
43190,42400,1501,515,276,0
40969,40237,2249,436,296,0
40158,39502,3218,325,332,0
39961,39240,3628,339,383,0
39987,39153,4259,385,450,0
40043,39208,3590,336,499,0
40019,39114,2849,274,630,0
41746,40531,2310,326,883,7
44678,42366,1032,535,1197,581
48351,43689,365,638,1343,2682
51538,43871,39,812,1151,5704
53391,43162,149,764,973,8493
52536,40440,949,727,1060,10310
50526,37684,866,711,1089,11042
49349,37463,654,705,1073,10108
48564,39529,508,795,1065,7175
48676,42833,334,1035,1287,3522
50830,46832,468,1193,1956,850
55857,51210,66,1304,3324,21
56550,50477,82,1449,4624,0
53795,46804,405,1871,5119,0
51770,44612,545,1953,5206,0
51370,44512,588,1843,5016,0
48221,42164,1806,1468,4590,0
45174,39726,2518,1284,4164,0
43125,38136,3874,1103,3887,0
42419,37717,3495,884,3818,0
43276,38806,4041,821,3649,0
45261,40772,3022,1001,3488,0
49702,44827,1643,1381,3494,0
59616,55068,730,1475,3073,0
66960,62641,7,1677,2640,3
69277,64040,58,1904,2907,426
69373,62650,8,1874,2772,2077
70520,61420,20,1890,2681,4529
71739,61266,5,1790,2562,6120
71187,60919,1,1691,2496,6082
70668,60793,6,1557,2602,5717
69625,60636,7,1470,2783,4736
68784,61234,193,1538,2945,3068
67154,61065,370,1426,3059,1605
67785,62308,92,1331,3580,566
70309,64751,3,1370,4175,14
69996,64203,1,1442,4352,0
65656,60102,205,1568,3987,0
61593,56363,242,1700,3530,0
57846,53110,1208,1857,2879,0
52768,48806,3677,1642,2320,0
49141,45396,4829,1339,2405,0
47108,43895,4619,1018,2196,0
45972,43022,5473,748,2202,0
46225,42752,5571,583,2889,0
47998,44065,5118,529,3405,0
52476,48496,3350,504,3477,0
60844,57105,1319,469,3270,0
67864,64337,86,484,3042,1
70125,66832,5,494,2657,143
70308,66967,0,423,2009,911
71005,67085,0,378,1247,2296
72168,67151,0,262,865,3891
71451,65895,2,191,702,4664
70618,65420,5,130,659,4410
69137,64546,10,79,647,3865
68173,64790,7,69,634,2681
66845,64756,66,63,669,1358
67585,66482,142,66,724,314
69989,69003,5,43,934,9
69602,68423,121,30,1150,0
65410,64131,262,23,1257,0
61161,59918,533,8,1235,0
57432,56391,1302,5,1036,0
53047,52193,2723,11,844,0
48708,48095,3953,14,599,0
46523,46070,5425,37,417,0
46017,45667,5256,72,278,0
46702,46359,4978,133,210,0
48384,47988,4939,205,192,0
51851,51289,3506,314,249,0
60248,59481,861,446,321,0
67222,66379,415,429,413,2
69516,68290,111,532,443,251
69601,66684,36,848,532,1537
70562,65733,4,981,478,3371
70925,64403,5,1100,418,5005
69951,62045,82,1256,358,6292
69342,60947,184,1520,358,6518
68061,59827,305,1902,527,5806
67136,59867,280,2238,743,4288
65800,60210,27,2407,831,2354
66559,62265,75,2621,1131,543
69381,64835,2,2776,1755,15
69569,64047,3,3071,2451,0
65694,59532,113,3080,3082,0
61902,55071,680,3165,3666,0
57700,50366,1719,3057,4277,0
53670,45774,3661,2983,4913,0
49349,41215,4283,2712,5422,0
47201,39293,4478,2517,5392,0
46469,38763,4462,2259,5447,0
46894,39133,4748,2009,5753,0
48545,40482,4454,1976,6087,0
52670,44655,3430,1872,6143,0
61079,53395,1410,1612,6072,0
68182,60772,263,1422,5988,1
69998,62631,0,1212,5835,320
70151,61440,9,1211,5536,1965
70953,60167,3,1435,5034,4317
71329,58410,319,1817,4624,6479
70557,55781,380,2351,4637,7789
69622,53938,331,2579,4675,8430
68600,53292,174,2639,4911,7759
67672,53714,105,3086,5261,5611
66197,54435,167,3438,5324,3002
67101,57061,172,3471,5856,713
70134,59982,110,3566,6577,10
70155,59036,49,3623,7497,0
66335,54359,128,3684,8292,0
61945,49060,882,3733,9152,0
58428,44628,1153,3751,10050,0
53712,39317,2529,3737,10658,0
49919,35091,3156,3751,11077,0
48163,32542,3210,3767,11855,0
47228,31304,3636,3762,12162,0
47754,31256,4752,3760,12738,0
49072,31806,4741,3747,13520,0
52885,35235,2522,3717,13934,0
61204,42881,1095,3731,14593,0
68569,49819,13,3727,15023,1
70862,51559,14,3709,15131,463
70843,50130,12,3566,14978,2169
71511,49036,250,3269,15065,4142
71916,48204,214,2990,15058,5665
70904,46092,545,2687,15508,6618
69251,44313,1034,2664,15475,6799
67483,43801,873,2642,14910,6131
66332,45097,635,2369,14097,4770
65338,47284,6,2295,13095,2665
65582,50734,2,2365,11902,581
67820,53854,3,2428,11527,13
67013,53245,16,2450,11319,0
62892,49332,645,2570,10991,0
59093,45494,687,2639,10961,0
55748,42869,1103,2692,10186,0
51680,39664,953,2552,9464,0
47818,35976,2593,2621,9221,0
45706,34362,3169,2696,8649,0
44485,33427,3866,2709,8349,0
44139,32837,4334,2602,8700,0
44462,32923,4717,2571,8968,0
45055,33316,3924,2832,8908,0
46842,34874,2088,2651,9317,0
50541,38252,719,2636,9654,0
54099,42056,167,2432,9307,305
56630,43209,16,2361,9188,1872
57720,42481,152,2151,8951,4137
58130,39825,646,2199,9298,6808
57332,35752,1276,2125,10647,8808
56111,32247,1610,2330,12286,9249
54203,30989,1164,2549,12495,8171
53089,32380,602,2612,11697,6400
52541,36029,485,2531,10469,3513
54312,42048,286,2356,9194,715
58181,47224,10,2032,8913,12
58171,47534,8,1705,8932,0
54499,44278,189,1609,8612,0
51418,41144,261,1510,8763,0
49778,39813,1284,1496,8468,0
46547,37163,1762,1246,8138,0
43682,34816,1906,1108,7758,0
41330,32817,2917,1065,7448,0
39675,31464,3632,991,7219,0
38951,30996,3777,889,7067,0
38823,31032,3613,949,6841,0
39194,31733,3310,817,6645,0
39568,32503,3465,702,6364,0
40696,33875,1889,731,6088,3
43473,37065,649,589,5358,462
46946,39044,337,327,4659,2916
49285,39068,461,181,3776,6261
50522,37877,749,103,3335,9207
52008,37607,1037,83,3143,11176
51326,36702,2010,76,2750,11799
49387,36049,1165,140,2443,10757
47831,37464,1500,179,2170,8019
47792,41790,1005,182,1761,4060
49031,46555,421,187,1552,738
54629,52594,150,154,1869,13
56164,53915,13,93,2156,0
54398,52060,116,85,2254,0
51526,49277,171,76,2173,0
49685,47657,57,69,1960,0
48564,46725,306,84,1755,0
45009,43292,1016,68,1649,0
41798,40117,2332,54,1627,0
40711,38992,2556,85,1635,0
40447,38621,2545,61,1765,0
40797,38910,3702,56,1831,0
42794,40803,2736,70,1920,0
46160,44188,784,87,1885,0
52610,50595,266,94,1918,3
57673,54972,148,156,2092,453
60357,55309,372,170,2154,2725
61328,53904,321,99,1792,5533
61500,51840,537,84,1365,8211
62525,51061,605,154,1114,10196
62310,49753,603,225,1074,11258
61419,49324,599,214,1275,10607
59952,50304,252,295,1339,8014
59126,53231,277,319,1320,4256
59492,57055,155,330,1303,804
63681,61709,5,392,1573,8
64232,61886,1,522,1825,0
62506,59752,232,667,2087,0
58537,55373,749,955,2209,0
54975,51339,1200,1217,2420,0
52469,48193,972,1631,2645,0
48521,43690,984,1892,2939,0
45677,40332,2299,2023,3323,0
44288,38472,2514,1911,3906,0
43415,37078,2308,2022,4316,0
43635,37027,2515,2025,4583,0
44848,38176,2049,1792,4881,0
46464,39441,1064,1779,5244,0
49706,41815,324,2033,5856,2
52602,44158,458,1848,6124,471
55146,44574,163,1812,6072,2689
56812,43458,318,2243,5391,5721
57975,41741,756,2680,5034,8520
58985,41090,900,2998,5238,9659
58931,40144,676,3436,5818,9532
57297,39345,1392,3570,6122,8260
56088,39971,865,3632,6585,5900
55642,42040,447,3662,7114,2826
57030,44963,194,3716,7879,472
61782,49383,2,3662,8733,5
62907,49820,2,3673,9414,0
61572,47490,874,3701,10382,0
58190,42916,771,3722,11552,0
55691,39962,681,3776,11953,0
54175,38370,1644,3778,12028,0
49691,33434,4325,3796,12461,0
46341,29628,5303,3802,12912,0
44519,27065,5000,3804,13650,0
44216,26179,5192,3812,14226,0
45108,26631,5079,3783,14694,0
47252,28160,4091,3759,15332,0
52088,32771,2574,3693,15625,0
61859,41824,724,3724,16311,1
67790,47199,31,3696,16610,285
70186,47713,69,3726,16831,1916
71015,46298,59,3575,16907,4236
71571,44562,221,3305,17694,6010
73117,44866,53,2935,18629,6688
72694,43718,88,2888,19282,6807
71678,43536,410,2845,19260,6036
70340,44237,799,2459,18899,4745
69558,47262,435,2032,17620,2644
69151,51001,39,1460,16221,469
72591,55686,24,1192,15712,1
72934,55968,62,899,16066,0
71197,55261,225,779,15158,0
66690,52185,407,717,13788,0
62818,50333,1009,663,11821,0
59191,48080,1873,463,10648,0
54521,44667,2460,421,9433,0
51222,42478,4120,400,8344,0
49475,41652,4787,420,7404,0
48947,41573,4883,434,6941,0
48968,41942,4487,475,6551,0
50440,43961,3660,471,6009,0
53987,48325,1224,454,5208,0
62524,57662,701,552,4309,1
68022,63350,146,698,3622,353
69883,63771,135,715,2838,2560
69930,61236,202,742,1993,5959
70613,59575,126,738,1497,8803
71423,58892,154,783,1509,10240
70627,58325,46,745,1665,9891
70004,59596,6,450,1878,8081
68929,60660,6,566,2101,5603
68233,62867,209,428,2241,2698
68297,64862,126,631,2364,441
72128,68745,1,550,2829,4
72586,67865,0,996,3726,0
71027,65054,61,1215,4758,0
66935,60347,356,1359,5229,0
63034,55837,815,1834,5363,0
59132,51096,841,2201,5836,0
54282,45188,3621,2810,6284,0
50855,41072,4713,2955,6828,0
49310,39024,4982,2873,7413,0
48720,37476,5224,3143,8101,0
49488,37841,5428,2912,8735,0
51476,39550,4520,2767,9159,0
54457,42551,2692,2672,9235,0
63006,50938,532,2645,9422,1
68807,56217,0,2600,9698,292
70953,56704,7,2286,9809,2154
71348,55187,13,2027,9527,4607
71826,54019,8,2125,8864,6818
71991,53048,47,2285,8270,8387
70839,51738,231,2751,7619,8731
69521,52034,299,2844,7206,7437
67763,53246,247,2448,6914,5156
67071,56101,18,2152,6539,2279
67714,58337,262,2288,6802,288
71192,61548,1,1950,7692,3
70903,60102,3,1938,8864,0
68813,57460,806,1919,9435,0
64543,53305,552,1616,9621,0
60784,49990,848,1721,9073,0
57772,47698,1067,1778,8297,0
53355,43836,2783,1542,7977,0
49625,41146,2820,1010,7470,0
47339,39231,3807,690,7418,0
46308,37933,3296,628,7748,0
46184,37765,3456,693,7726,0
46538,38358,3720,697,7484,0
47149,38945,2631,910,7294,0
48557,40215,1713,1031,7310,1
52019,43713,539,873,7309,125
55812,46969,266,657,7382,805
59109,49919,23,488,6890,1812
60732,50905,75,499,6248,3080
61909,52147,31,667,5615,3480
61160,52143,34,808,5014,3194
59128,50838,251,995,4607,2689
57242,49629,394,1140,4398,2075
56953,50425,140,1207,4198,1122
58176,52343,27,1080,4579,174
61915,55863,0,1145,4905,3
62226,55247,170,1222,5757,0
59932,52275,621,1097,6561,0
55912,47285,775,1235,7392,0
53345,44338,1312,1155,7853,0
52024,42671,1365,1023,8330,0
48563,38884,3090,1019,8660,0
45038,35227,4329,886,8925,0
42319,32767,5737,612,8940,0
41422,32191,5613,506,8725,0
41472,32274,5457,486,8712,0
41851,33063,5802,370,8418,0
41586,33086,5464,339,8162,0
42305,33905,3971,406,7994,1
43530,35351,2686,153,7919,107
47770,39194,426,191,7419,966
51353,42051,109,218,6778,2306
54152,43859,98,403,6290,3599
57129,46133,28,678,5901,4417
56687,45846,235,935,5578,4328
54364,44247,119,1239,5208,3671
52738,44029,275,1745,4472,2493
52620,45086,357,2369,4072,1093
53619,46315,615,2634,4522,148
58592,50391,205,3021,5178,3
59242,49944,515,3447,5851,0
57405,47513,459,3543,6349,0
54853,44804,493,3529,6521,0
53492,43339,610,3571,6582,0
53211,43082,1550,3635,6494,0
49535,39334,1024,3638,6564,0
45956,35859,3883,3632,6465,0
44681,34541,4713,3610,6530,0
44373,34486,4654,3599,6289,0
45289,35723,3443,3609,5958,0
46945,37487,2603,3615,5842,0
51433,42590,1137,3060,5784,0
61749,52733,1065,3014,6002,0
68582,59540,10,2896,6028,118
71200,61605,1,2714,5887,994
71957,61677,0,2565,5484,2231
72433,61446,4,2438,5249,3299
73243,62171,6,2153,4858,4062
73100,62539,50,2042,4433,4086
72594,63095,83,1796,3961,3742
71330,63518,57,1467,3595,2751
70650,64389,292,1531,3317,1415
70301,65364,427,1483,3278,176
73447,68615,27,1408,3422,2
72861,67889,411,1359,3614,0
70957,66227,259,1169,3561,0
66964,62002,461,1601,3361,0
63018,58549,843,1416,3053,0
59744,55516,1336,1295,2933,0
55417,51417,2267,1272,2729,0
52380,48569,4162,1281,2530,0
50227,46650,5307,1174,2404,0
49674,46173,5000,1058,2443,0
50152,46548,5013,1016,2589,0
51536,47705,4210,995,2835,0
55075,50943,2905,1075,3058,0
63566,59389,805,963,3214,1
69899,65611,22,771,3386,131
72263,67101,6,689,3420,1053
72338,65689,5,632,3273,2745
73264,65105,2,507,3397,4256
73903,64989,4,453,3833,4628
73464,64314,4,421,4126,4603
73040,63919,151,360,4353,4409
72015,63700,410,301,4554,3460
71191,64837,119,303,4471,1580
71505,66360,31,367,4605,173
74835,69525,0,367,4942,2
74431,69046,0,486,4900,0
72505,67011,121,635,4860,0
68130,62466,222,804,4860,0
63948,58494,2324,921,4534,0
60394,54875,2497,1015,4504,0
56293,50740,3637,1144,4410,0
53701,48049,4991,1120,4533,0
51849,46441,4779,1201,4207,0
50860,45881,5424,1129,3850,0
51483,46933,4514,1089,3461,0
53015,48557,3671,999,3460,0
56483,52142,2635,788,3553,0
64059,59654,412,708,3698,1
70109,65295,199,816,3858,140
72026,65802,186,903,3755,1567
72344,64321,101,818,3384,3822
73142,63317,125,785,2849,6192
73665,62768,207,621,2576,7700
73138,62613,161,390,2481,7654
72666,64027,29,299,2389,5951
71739,65391,1,248,2601,3500
71479,66874,8,193,3151,1261
72237,67789,10,222,4142,84
75069,69441,4,309,5319,0
74432,67298,125,422,6713,0
72443,64541,490,490,7413,0
68225,59962,623,565,7698,0
64430,55950,1808,595,7885,0
61199,52841,2411,552,7806,0
56439,48154,3365,431,7855,0
53020,45196,4858,297,7527,0
51037,43149,5170,229,7660,0
49802,42145,5327,202,7455,0
50687,43751,4495,192,6743,0
51826,45334,4112,240,6251,0
55119,48885,3265,262,5971,0
63354,57256,1126,292,5807,0
69892,63919,337,377,5525,71
72470,66252,48,366,5118,736
73048,66188,28,391,4648,1822
73759,66577,107,497,3976,2709
74483,66901,11,556,3507,3519
74124,66482,9,476,3440,3727
73269,66426,23,517,3091,3236
72299,66774,26,498,2669,2358
71925,67686,0,740,2502,997
72121,68406,233,908,2701,106
74830,70388,0,1326,3116,0
73838,68737,340,1622,3479,0
72006,66592,445,1823,3591,0
68042,62332,1080,1977,3734,0
64497,58730,1787,2039,3729,0
61383,55729,1369,1942,3712,0
56922,51345,3411,1974,3603,0
53414,47756,3950,1896,3762,0
51501,45864,3930,1864,3773,0
50554,44894,4834,1749,3911,0
50675,44885,4885,1753,4038,0
52674,47011,3035,1383,4280,0
55571,49453,3306,1499,4620,0
64072,57190,1002,1381,5501,0
70453,63333,167,1283,5782,55
72674,64977,300,1102,6011,584
73456,65153,71,1188,5430,1685
74330,65685,4,935,4711,3000
74748,65972,5,797,4111,3869
74026,65492,34,562,3829,4143
72509,64776,183,414,3433,3887
71085,64785,146,290,3276,2735
70263,65694,4,272,3236,1060
70796,67345,3,196,3156,101
73002,69609,1,211,3182,0
72181,68727,3,208,3246,0
69944,66709,117,275,2960,0
65572,62570,93,368,2634,0
61781,59033,766,371,2376,0
59386,56881,770,370,2136,0
55725,53505,825,469,1752,0
52528,50551,752,612,1365,0
50764,48892,1197,697,1174,0
49909,47956,1871,877,1076,0
49546,47274,2620,1131,1141,0
49455,46956,2966,1322,1177,0
49224,46575,2683,1393,1256,0
50345,47397,1248,1505,1443,1
53781,50450,626,1643,1619,68
57298,52492,134,1868,2006,932
60384,53207,311,2102,2037,3039
62126,52722,334,2377,1857,5170
62679,51812,352,2473,1850,6544
61774,50760,603,2591,1788,6635
60044,49912,549,2592,1712,5828
57369,49251,951,2585,1637,3897
58200,52222,86,2487,1982,1510
59754,54336,59,2550,2735,133
63933,57661,0,2675,3598,0
63980,56723,116,2790,4466,0
62110,54518,158,2868,4725,0
57909,50282,793,2892,4735,0
55337,47556,723,2922,4860,0
54277,46469,1992,2868,4941,0
51361,43610,2535,2869,4882,0
48266,40468,3631,2735,5063,0
46263,38454,4825,2520,5289,0
45436,37653,4663,2304,5480,0
44923,37062,5074,2212,5649,0
44843,36909,4827,2212,5723,0
44497,36468,4870,2284,5745,0
43878,36079,3672,2148,5650,0
45318,37754,2810,1941,5499,125
48686,39933,1635,1862,5378,1513
52239,41132,1020,1626,5040,4441
55231,42518,994,1500,4229,6984
57790,44025,780,1491,3635,8638
57235,43456,883,1330,3481,8967
55451,43330,1353,1024,3161,7937
54159,45342,460,838,2733,5246
53824,48475,8,649,2802,1898
55366,50857,97,562,3821,126
60072,54451,9,611,5011,0
61319,54823,177,676,5820,0
59718,52477,463,794,6447,0
56971,49324,751,958,6689,0
55776,47992,799,1103,6681,0
55592,47400,1871,1158,7035,0
52497,44219,2233,1194,7084,0
50189,42388,2778,1241,6561,0
48823,41126,3027,1351,6347,0
48321,40210,3233,1318,6793,0
48709,40245,3414,1399,7066,0
50245,41400,3041,1703,7143,0
54420,44901,1949,2034,7486,0
64014,54040,328,2243,7731,1
70819,60181,100,2388,8027,224
72674,58517,116,2677,8305,3176
72954,54978,397,2967,7432,7578
74028,53597,375,3139,5911,11382
74553,53012,943,3219,5241,13082
74027,52912,562,3255,5217,12644
73662,54623,587,3256,5377,10406
72333,57107,193,3260,5156,6811
72131,60955,0,3263,5426,2487
72983,62955,0,3246,6610,173
76334,64778,47,3244,8312,0
75679,62374,392,3248,10058,0
73627,58839,389,3249,11540,0
69587,53381,524,3181,13025,0
65772,48945,1556,3102,13726,0
62376,45464,2150,2925,13988,0
58016,41410,2156,2715,13892,0
54624,38478,3669,2661,13485,0
52899,37205,3640,2561,13134,0
51962,36623,4901,2415,12924,0
52644,37654,4625,2195,12795,0
53629,38708,3723,2137,12784,0
57130,41611,2222,2241,13278,0
65722,49250,865,2252,14220,0
72105,55045,3,2504,14521,36
74227,56440,3,2564,14698,526
74657,56147,7,2583,14360,1567
75698,55546,172,2871,14573,2709
76577,55398,160,2973,14921,3286
76171,55161,75,2937,15014,3059
75642,55948,76,2513,14786,2394
74779,56513,72,2112,14788,1366
74156,57151,21,1966,14606,434
74398,58014,1,1866,14482,36
76541,60446,4,1551,14544,0
75569,59527,1,1274,14768,0
73758,58081,285,946,14732,0
69524,54471,161,676,14378,0
65119,50768,720,706,13645,0
61446,48107,469,717,12623,0
56643,44275,1251,664,11703,0
53110,42067,2407,658,10385,0
50845,40794,3638,745,9306,0
49694,40291,3639,844,8559,0
50030,40896,3946,1003,8131,0
51479,42468,3863,1176,7836,0
55032,45969,2051,1444,7620,0
63136,53608,668,1629,7899,0
69218,58877,240,1808,8515,18
71990,60309,59,1891,9461,329
73187,59814,103,2151,10183,1040
74966,59914,4,2345,10970,1737
75929,58772,48,2676,12437,2044
75407,56324,60,2834,14163,2086
74764,54336,175,2747,15807,1875
73373,52357,263,2846,16795,1376
72838,52328,274,2966,16986,559
73630,52660,288,3098,17809,63
75813,54439,140,3172,18202,0
74560,52356,400,3088,19116,0
72824,50188,577,2918,19719,0
68213,45411,1168,3082,19720,0
64519,42446,1230,2928,19146,0
60664,39441,2103,2929,18294,0
55768,35217,2780,2761,17789,0
51028,31161,4353,2827,17040,0
49747,30993,4373,2869,15886,0
48934,31007,4440,2614,15312,0
49071,31397,5026,2643,15031,0
51095,33379,2909,2550,15166,0
55054,38071,1683,2461,14523,0
63148,45968,1086,2367,14813,0
69847,52886,576,2312,14622,27
72210,54808,76,2556,14410,438
72657,53785,382,2718,14591,1564
73960,52487,355,2815,15720,2938
74712,51031,482,3009,16624,4048
74455,49152,331,2877,17474,4952
74279,49097,219,2784,17978,4421
73255,48794,372,2911,18451,3099
72863,50077,96,2896,18652,1238
73531,51144,37,2886,19380,121
76069,51741,0,3120,21208,0
75508,49764,0,3165,22579,0
73482,46696,388,3125,23661,0
68830,40272,406,3103,25455,0
65064,35040,1710,3168,26855,0
62220,32299,2878,3189,26732,0
56891,26768,4066,3209,26914,0
52433,22933,4089,3204,26297,0
50387,21883,4451,3186,25319,0
49061,21787,4805,3164,24110,0
49637,22888,4192,3064,23686,0
51227,25074,3824,2755,23399,0
54454,27578,3173,2567,24310,0
63246,35970,1334,2559,24717,0
69849,43104,112,2551,24117,78
71989,42908,63,2662,25382,1036
72622,42606,43,2559,24786,2671
73512,41324,94,2878,24730,4580
74066,41711,118,3045,24205,5105
73008,41613,280,3094,23728,4573
71583,41117,502,3159,23249,4059
70400,42120,289,3168,22224,2888
70203,45132,138,3157,20755,1160
71151,47226,302,3167,20645,114
73847,49033,96,3156,21658,0
72579,46931,301,3143,22505,0
70923,45174,360,3128,22621,0
66168,40374,699,3124,22670,0
62076,36239,908,3068,22769,0
59722,34741,1849,3066,21914,0
55859,31989,2458,3022,20848,0
51796,28938,4664,2890,19968,0
