Price,Wind Offshore,Wind Onshore,Photovoltaik,Power Usage,Residuallast,Pumpspeicher
29.1,129,3571,16871,65506,44936,634
29.51,146,3501,15788,64085,44650,768
29.9,148,3577,12669,62621,46228,671
37.94,174,3715,8028,62141,50226,335
43.18,260,3825,3350,61993,54559,128
44.01,329,4159,423,61964,57052,20
45.06,416,5706,0,62274,56152,139
38.93,484,6984,0,58635,51167,653
29.68,470,7014,0,54256,46772,1613
21.3,453,6833,0,49904,42619,2078
21.35,375,6399,0,46769,39995,1416
20.57,429,5791,0,45098,38879,1450
20.38,350,5069,0,44239,38820,1291
20.9,293,4536,0,44357,39528,1418
21.37,220,4189,0,45784,41375,1399
21.81,204,4137,0,49627,45286,1136
32.66,234,4087,26,57698,53351,359
45.78,274,3908,1377,62578,57020,109
47.03,307,2810,5289,65311,56905,64
43.99,353,1795,10034,66067,53885,23
37.4,418,2329,14770,67167,49651,96
32.38,441,3765,17969,67981,45807,326
29.02,410,5084,19344,67218,42380,292
29.02,448,5969,18867,66659,41375,778
29.04,464,6218,17270,65549,41597,1242
32.05,514,6191,14838,64300,42758,916
31.94,628,6683,11473,62752,43969,478
35.71,754,6734,7105,62131,47539,385
40.99,1031,6301,2882,62273,52061,224
32.59,1380,6647,350,63396,55019,2
32.58,1626,7676,0,63497,54195,39
29.94,1744,8022,0,59115,49349,141
23.43,1800,8023,0,54722,44900,1125
21.71,1930,7815,0,50299,40554,1941
20.67,1841,7626,0,47308,37842,1519
19.96,1634,7176,0,45334,36525,1494
19.14,1410,6572,0,44258,36277,1820
12.55,1373,6017,0,44566,37176,1913
12.52,1414,5746,0,45744,38584,1962
14.93,1371,5521,0,49604,42712,1046
23.25,1248,5555,15,57854,51037,211
33.81,1242,5498,1052,62940,55148,58
40.7,1255,4659,4711,65438,54813,60
35.07,1389,3729,9371,66187,51699,17
32.58,1340,3526,13785,67155,48505,4
26.51,1293,3273,17187,68011,46258,7
25.84,1415,3525,19190,67088,42959,198
14.5,1570,3935,19105,65730,41121,460
12.24,1497,4707,17538,64487,40746,397
11.81,1286,4966,14775,63430,42404,205
12.1,1201,4794,11279,62014,44740,196
12.19,1221,4359,6960,61711,49171,86
12.17,1253,3625,2745,61398,53775,48
12.37,1248,3499,309,61369,56313,8
13.26,1248,4269,0,61445,55928,6
13,1262,4820,0,57609,51527,154
12.28,1169,5131,0,53514,47215,367
11.82,991,5134,0,49279,43154,599
12.82,875,4843,0,45529,39812,415
12.67,831,4441,0,43618,38346,665
12.56,798,3998,0,42476,37680,760
12.58,803,3714,0,42186,37669,1476
12.52,722,3359,0,42124,38044,1448
13.45,684,3162,0,42859,39013,2125
13.52,749,3155,16,45050,41130,1386
21.46,732,3282,1071,47980,42895,340
22,758,3193,3640,51976,44386,8
22.41,992,2868,7203,54712,43649,6
22.57,1172,3072,11930,56251,40077,377
23.91,1192,3163,16142,57756,37260,1232
9.54,1203,3500,18843,56541,32996,1128
12.01,1269,4018,19748,54441,29406,2049
12.64,1317,4428,18877,53514,28892,2119
12.62,1346,4530,15546,53006,31584,851
13.4,1388,4641,10692,52096,35375,676
13.65,1529,4770,5727,52414,40388,132
13.98,1634,5146,1863,52782,44140,18
13.58,1599,6714,140,53532,45080,133
13.6,1715,9016,0,53416,42685,209
13.5,1622,9952,0,50390,38817,469
12.39,1435,9678,0,47492,36379,325
11.41,1288,8601,0,44145,34256,369
12.32,1075,7074,0,40978,32829,491
12.11,799,5949,0,38846,32098,1396
12,655,5065,0,37744,32024,1621
11.98,555,4671,0,37320,32095,1792
12.05,559,4386,0,37311,32366,1873
12.28,518,4014,0,37852,33321,1521
13.16,510,4024,9,38848,34306,723
13.45,459,3907,794,40180,35020,1007
14.04,387,3350,3406,43755,36612,1036
21.81,329,2697,7381,47317,36911,828
22.06,252,2233,10887,49656,36285,637
22.55,264,1997,13290,52003,36452,312
22.1,278,1853,14008,52049,35911,117
22.09,291,2008,13332,49999,34369,337
21.91,292,2386,11954,48675,34043,798
21.91,382,2831,9330,47309,34767,593
22.31,448,3350,6719,47122,36604,1275
26.17,518,4078,3922,48341,39822,871
31.35,681,4910,1582,49967,42795,28
23.19,960,6468,176,51247,43644,145
23.38,1317,8073,0,52449,43060,226
22.64,1641,9162,0,50320,39516,211
21.54,1765,9570,0,48700,37365,293
20.34,1877,9783,0,45284,33624,1538
12.74,1929,9287,0,43083,31868,1544
12.36,1979,8943,0,41616,30694,1458
12.18,1918,8674,0,40871,30280,2600
12.04,1914,8053,0,41349,31382,2300
12.01,1794,7572,0,43037,33672,2387
12.23,1613,7312,0,47870,38944,1329
14.27,1365,7046,9,57656,49236,149
15.79,1111,6697,536,63350,55007,11
22.04,934,5849,1999,66439,57657,13
22.13,801,4961,4095,67144,57287,10
22.26,590,4576,5903,68333,57265,72
22.27,504,4918,7306,69113,56385,157
22.3,453,5306,8979,68766,54029,203
22.91,463,5530,9565,68221,52664,428
22.95,524,6095,9420,66585,50546,375
22.92,542,6684,8724,66212,50262,398
22,568,7133,6818,64554,50036,466
22.58,595,7911,4941,64300,50853,665
22.29,592,8095,2234,63829,52909,120
22.48,579,9636,208,64530,54108,42
22.62,780,11847,0,64065,51439,180
21.94,1172,12805,0,60083,46106,379
20.21,1383,13422,0,55382,40577,688
14.14,1897,14119,0,51219,35203,1039
11.96,2025,14426,0,48083,31632,1738
10.25,2118,14122,0,46460,30220,1944
10.37,2277,13396,0,45372,29700,1980
10.03,2283,13188,0,45795,30324,2135
10.08,2255,12982,0,47225,31989,1899
10.06,2276,12455,0,51220,36490,1461
13.34,2321,12351,9,60135,45455,353
15.61,2201,12221,775,64727,49531,29
16.09,2354,11841,3613,67574,49766,7
16.08,2361,11213,6862,68452,48017,90
15.75,2326,11494,10117,69241,45304,213
15.45,2122,12644,11998,70431,43668,265
15.37,2110,13724,12472,69841,41535,477
15.45,2034,14061,12705,68796,39998,505
15.33,2080,15144,12414,68024,38386,1553
15.13,2000,15091,10643,66702,38968,1265
21.65,1998,15121,7583,64980,40279,402
22.04,2024,13991,4255,64149,43879,68
21.95,2182,13312,1429,63797,46875,230
22.29,2308,12283,130,64847,50126,207
22.5,2339,11802,0,64540,50399,95
19.92,2367,11840,0,60466,46259,596
12.7,2344,10653,0,55445,42449,182
11.55,2366,10001,0,51002,38635,239
10.06,2252,9473,0,47943,36218,828
8.97,2016,8944,0,45962,35002,1477
8.68,1880,8415,0,44873,34578,1514
8.96,1638,8114,0,44847,35095,1392
9.64,1317,7857,0,46217,37043,1364
10.28,1393,8476,0,50545,40676,1537
13.11,1278,9019,4,59519,49219,401
29.69,1128,9113,478,64761,54043,263
31.45,763,9528,1980,66997,54726,345
31.45,609,9821,4153,67318,52736,163
31.47,603,10247,7051,69120,51220,303
31.46,828,10763,9127,70780,50062,148
31.43,1227,11178,10711,70139,47024,321
31.43,1391,11372,10476,69479,46241,85
29.45,1378,11257,8434,67641,46572,180
26.11,1480,11398,7254,66966,46835,9
25.83,1616,11280,5519,65409,46995,270
25.84,1712,11452,3931,65939,48845,15
20.8,1925,11853,1154,65781,50849,136
14.54,2190,12761,56,66320,51314,193
14.26,2239,14170,0,64629,48220,339
13.73,2164,15791,0,60811,42857,473
12.15,2198,17216,0,56222,36808,876
10.3,2252,17852,0,51793,31689,627
12.29,2337,16460,0,48718,29921,836
10.65,2347,16542,0,46629,27740,1463
8.96,2338,17333,0,45472,25800,1845
8.48,2356,17549,0,45426,25521,1476
9.82,2362,17653,0,46826,26810,1259
6.78,2347,17622,0,51163,31194,1164
20.2,2341,17581,4,60212,40286,201
22.48,2344,17805,774,65267,44344,105
23.35,2338,17331,3613,68001,44719,12
22.9,2346,15734,7127,69115,43907,12
22.52,2350,15323,9793,70526,43059,109
15.59,2347,16028,11857,71846,41614,225
15.43,2240,16415,12323,71101,40124,264
15.36,2119,16379,10841,70271,40934,578
15.26,2098,15684,8628,68395,41985,215
15.11,2089,15632,5589,66924,43615,116
15.19,2097,15751,3229,65302,44225,86
15.39,2197,15821,1604,64909,45288,578
15.39,2226,15459,666,65121,46771,721
15.37,2259,15780,59,66135,48038,288
15.42,2300,15134,0,64478,47044,258
15.2,2137,15341,0,60187,42710,746
14.35,1863,15707,0,55574,38005,711
12.59,1851,15414,0,50875,33610,1163
2.72,1852,14270,0,47838,31717,1455
4.08,1795,12740,0,45606,31071,1846
3.67,1814,11582,0,44693,31298,1907
3.49,2078,10858,0,44830,31895,2076
3.94,1847,10053,0,45965,34065,1970
5.48,1908,9544,0,49956,38504,1816
13.47,1884,9331,4,58837,47619,391
15.07,1636,8960,716,63988,52677,315
20.94,1348,7796,3883,66432,53405,330
21.09,1159,6742,8366,67068,50801,519
21.58,962,6128,12330,68301,48881,353
21.52,1102,5921,14795,68995,47177,231
18.52,1060,6437,15998,68052,44558,181
14.65,980,6591,15465,66433,43398,256
14.13,839,5962,13600,64475,44075,379
18.54,704,5751,11321,63113,45337,371
20.13,566,4994,8405,62123,48158,359
20.96,588,3884,4838,61461,52152,497
21.7,485,2666,1707,61255,56398,170
22.09,399,2878,102,62053,58674,135
21.2,302,3908,0,61203,56992,364
20.11,240,5040,0,56800,51520,963
18.4,170,5337,0,52667,47160,455
13.15,135,5628,0,48630,42867,955
7.92,259,5781,0,45062,39022,1056
6.51,269,5650,0,43357,37438,2368
5.83,216,5260,0,42206,36730,1668
5.87,259,4951,0,41815,36605,2430
6.29,247,4343,0,42089,37500,2556
8.15,319,3848,0,42940,38773,1799
11.84,338,3308,4,45084,41435,689
14.81,288,3021,798,47776,43669,209
19.92,261,2495,4080,51818,44982,90
32.99,220,1507,8187,54747,44833,21
30.06,220,1173,11488,56258,43378,122
21.13,298,1446,13869,57343,41730,47
20.69,307,1881,14776,56603,39640,48
19.92,390,2333,14360,54733,37651,188
19.47,355,2698,12698,52778,37026,756
19.27,294,2970,10886,51797,37647,851
18.72,381,3283,8169,50974,39141,560
18.89,461,2918,4814,51409,43217,321
19.73,616,2487,1550,52097,47445,245
20.08,675,2411,78,53238,50075,12
20.06,895,2700,0,52548,48953,55
18.18,999,3124,0,49297,45174,317
17.25,1143,3476,0,46778,42159,418
15.46,1178,3659,0,43585,38748,532
0.09,1297,3551,0,40460,35612,243
9.96,1445,3538,0,38337,33354,763
9.42,1512,3646,0,37423,32266,1830
9.37,1614,3831,0,36990,31546,2399
9.81,1773,4180,0,37100,31147,2855
10.07,1812,4429,0,37744,31503,2974
12.51,1770,4806,2,38868,32291,1684
16.24,1777,5052,492,40149,32829,1351
18.99,1424,4677,2718,43615,34796,731
19.73,1355,4329,5743,47038,35611,404
19.38,1176,5415,8679,49616,34347,626
19.95,1049,7028,11352,52342,32913,881
18.36,981,8012,13061,52487,30433,986
15.72,1024,8280,12569,50292,28420,1006
15.91,1021,9043,11583,48558,26911,2131
16.03,854,9466,10390,47659,26950,2798
16.04,713,8926,7957,47189,29594,2181
21.06,695,7704,4826,48545,35320,547
22.19,570,5871,1543,50372,42388,152
22.95,541,5525,61,51973,45847,211
23.31,482,5889,0,52071,45700,348
22.6,421,6000,0,49610,43189,306
21.33,345,5687,0,47928,41896,186
19.59,407,5287,0,44597,38903,508
19.51,361,5100,0,42053,36593,1271
18.5,254,4723,0,40557,35580,1581
18.18,273,4195,0,39818,35351,2500
18.88,311,3859,0,40547,36377,2536
19.91,314,3590,0,42487,38582,1446
21.53,371,3420,0,47307,43516,914
39.07,337,3263,1,57454,53854,70
49.54,354,3043,720,63579,59463,92
50.55,359,2612,4201,66011,58840,184
46.93,372,1948,9325,66741,55097,302
42.01,413,1669,14153,68057,51822,312
38.99,460,1789,17865,68823,48710,293
34.75,578,2088,19444,68049,45939,356
30.65,657,2328,18890,67428,45553,201
29.88,637,2408,17036,66337,46256,148
32.24,737,2201,14139,64761,47684,131
36.63,877,1820,10434,62883,49751,117
40.68,875,1436,5816,62516,54390,80
47.77,1022,1301,1576,63174,59275,9
52.45,1229,1597,44,65253,62383,161
31.25,1538,2500,0,63600,59563,349
27.52,1742,3751,0,59090,53597,473
22.19,1908,4934,0,54282,47440,358
14.94,2066,5768,0,49946,42112,957
13.24,2086,6538,0,46883,38260,1928
12.16,2139,6814,0,45154,36202,2284
11.96,2143,6991,0,44588,35454,2449
11.74,2125,7355,0,44726,35247,3373
12.09,2124,7745,0,45924,36054,2854
12.18,2179,8249,0,50220,39792,2965
21.05,2195,8466,1,59194,48532,589
22.84,2098,8967,492,64323,52765,367
23.43,1891,8255,3008,66991,53838,167
23.14,1637,7464,5705,67565,52760,4
23.04,1572,6613,7874,68561,52502,4
22.88,1299,6502,9520,70190,52870,4
22.71,744,6496,9829,69592,52524,25
22.76,561,6024,9018,68818,53216,46
22.79,436,5719,7636,67647,53856,57
22.87,334,5482,5800,66183,54568,10
31.92,219,5114,4354,64882,55196,16
39.21,198,4932,2489,64519,56900,81
42.06,134,4722,716,64480,58909,29
25.83,119,4796,32,65978,61031,82
23.35,262,4723,0,64044,59059,132
21.91,314,4983,0,59494,54198,298
19.74,247,5017,0,55164,49900,284
14.14,214,4508,0,50491,45769,1292
14.5,245,4328,0,47168,42596,2286
12.61,179,4242,0,45323,40902,2442
12.74,148,4308,0,44313,39858,3490
12.79,106,4094,0,44392,40192,3375
13.21,52,3965,0,45874,41857,3085
19.15,46,3878,0,49875,45951,1884
45.47,32,3970,0,58774,54772,1299
47.98,31,3660,190,64835,60955,400
59.39,25,3306,1381,67597,62886,256
55.55,19,2594,3220,68459,62627,83
54.9,8,2169,5305,69763,62282,26
55.61,3,2035,7190,70391,61163,93
51.3,3,2042,8812,69246,58390,268
49.91,2,2241,9742,68479,56494,336
48.81,17,2466,10013,67156,54660,824
46.96,73,2791,8279,65739,54596,390
47.03,93,2818,5707,63685,55069,124
47.92,98,2505,3387,63671,57681,47
46.81,119,2144,948,64187,60977,51
50.07,101,2255,34,66147,63757,46
29.52,92,2626,0,64176,61459,230
21.74,184,3209,0,59360,55967,654
19.02,213,3848,0,55250,51189,706
12.62,283,4328,0,50690,46079,1986
13.05,488,4509,0,47593,42596,2221
12.36,629,4667,0,45622,40327,2033
11.98,509,5083,0,44640,39048,2632
11.74,628,5450,0,45130,39052,3451
12.37,833,5536,0,46665,40296,2347
12.88,957,5615,0,50621,44049,1528
26.73,1329,5831,0,59485,52324,357
26.57,1525,6148,466,64748,56609,107
23.8,1847,6002,3176,66994,55970,35
21.88,1998,5578,7011,67382,52795,80
21.66,2085,5985,10771,68717,49876,118
21.05,2002,6805,13127,70025,48092,145
20.79,2066,7624,13766,68970,45515,923
20.61,1928,8641,13680,67635,43386,1517
20.38,1766,9064,13166,66476,42480,1789
20.32,1680,9015,11279,65783,43809,685
19.95,1759,8585,7841,64108,45923,412
20.27,1616,7692,4301,63637,50027,390
20.41,1637,6740,1155,63684,54152,90
20.38,1680,6737,35,65746,57294,106
14.6,1614,7081,0,63956,55262,175
14.09,1607,6916,0,59703,51180,232
13.14,1511,6368,0,55564,47685,282
12.44,1461,5676,0,51070,43934,1576
11.97,1468,5276,0,47783,41039,1931
11.56,1523,4908,0,45816,39385,1886
11.26,1488,4722,0,44746,38536,2109
11.17,1344,4194,0,45099,39561,2082
11.75,1193,3658,0,46400,41549,2096
12.42,1464,3142,0,50306,45701,1436
18.26,1298,2921,0,59305,55086,17
19.38,1107,2721,443,64575,60304,29
20.05,887,2281,3038,66940,60735,21
20.08,975,1750,7170,67455,57562,218
19.95,1171,1568,11692,68658,54227,210
19.48,1191,1591,15286,69211,51142,415
15.77,1215,1728,16811,68614,48861,248
14.94,1192,1981,15541,67168,48454,236
14.56,1084,2291,12977,64983,48631,187
14.13,959,2289,10084,63477,50144,159
14.33,941,2251,7050,62413,52171,154
15.17,946,1869,3586,61935,55534,42
16.57,871,1392,888,61902,58752,112
17.15,771,1380,23,63959,61784,2
16.59,636,1436,0,61847,59775,72
15.11,530,1544,0,57480,55406,201
13.28,472,1697,0,53813,51645,98
12.21,413,1900,0,49576,47264,605
13.41,366,1974,0,46064,43724,863
12.66,361,1981,0,44004,41662,1043
12.38,321,1978,0,42762,40463,1157
12.24,294,1971,0,42286,40021,2061
12.39,295,2105,0,42707,40308,2699
6.77,290,2037,0,43570,41243,2085
20.5,261,1966,0,46141,43914,770
14.96,240,1867,372,49198,46720,61
15.76,215,1678,2497,52863,48474,101
16.31,214,1061,6320,55625,48030,250
16.17,225,760,10675,57444,45785,562
16.07,217,1082,14036,58173,42838,408
14.96,248,1491,15508,57681,40435,543
13.99,216,1931,14232,55881,39503,1161
13.28,162,2431,11677,53804,39535,1178
12.78,167,2865,9069,52715,40615,753
13.05,207,3128,6276,52409,42799,527
14.37,259,3050,3394,52885,46181,275
15.27,358,2701,784,53765,49922,136
15.85,363,3183,21,55602,52036,16
15.67,357,3822,0,53796,49618,470
15.2,333,4160,0,50558,46065,408
14.35,388,4294,0,48193,43511,475
13.24,386,4136,0,44798,40276,519
14.01,309,4011,0,41592,37273,596
12.71,274,3767,0,39510,35469,896
12.25,222,3604,0,38252,34426,752
12.2,228,3474,0,37754,34053,655
12.34,220,3426,0,37981,34335,722
12.83,235,3482,0,38533,34816,667
13.56,266,3620,0,39517,35632,504
14.22,276,3657,511,39999,35556,409
14.59,260,3195,3956,39986,32576,400
22.16,242,2015,9762,44295,32277,643
23.33,198,1670,15456,50415,33092,1945
19.05,175,2397,19237,52398,30589,2057
15.96,148,3132,19466,52348,29603,1431
15.09,187,3340,17406,50128,29196,1879
14.31,238,3470,15448,48004,28848,3400
14.5,248,3576,12988,47098,30286,2999
15,283,3849,9607,46837,33098,2209
26.29,385,3791,5158,48414,39080,602
26.78,445,3392,1170,50674,45667,52
26.88,471,3691,20,53389,49206,48
26.35,442,4422,0,52886,48022,45
16.8,450,4751,0,50483,45282,190
15.28,374,4645,0,49068,44050,172
14.35,284,4479,0,45551,40788,838
13.52,201,4175,0,42993,38618,2081
12.56,160,3633,0,41473,37680,2429
12.4,161,3108,0,40862,37594,1878
13.02,135,2725,0,41471,38612,2532
14.32,130,2626,0,43630,40875,2660
16.06,158,2616,0,48565,45790,1135
43.25,203,2655,0,58211,55353,135
53.33,181,2613,486,63826,60547,5
54.42,131,2198,3965,66751,60458,6
42.59,130,1400,9286,67995,57180,80
35.85,108,977,14469,68954,53400,67
28.58,103,1361,18053,69574,50059,301
26.87,66,2022,19134,68748,47527,327
26.72,38,2502,17676,68077,47862,655
26.71,39,2662,16143,66209,47366,806
29.04,60,2899,14012,64698,47727,885
32.06,85,3156,10488,62942,49214,592
42.42,106,3424,5764,62727,53433,232
46.95,103,3558,1294,63563,58607,26
41.93,67,4779,18,66238,61374,20
30.03,56,6329,0,64102,57718,277
26.27,40,7259,0,59692,52394,827
18.42,43,7527,0,55117,47548,915
15.06,44,7147,0,50831,43641,983
15.82,28,6713,0,47793,41053,1671
15.02,15,6209,0,45990,39766,2069
14.08,11,5632,0,44963,39319,2588
14.3,4,5403,0,45387,39980,3059
15.85,10,5397,0,46876,41469,2181
16.36,5,5679,0,50760,45076,1499
40.02,9,5879,0,60039,54151,425
50.94,30,5788,533,65486,59135,13
55.44,53,5136,4841,67567,57538,15
39.6,51,3465,11280,68104,53308,443
33.77,39,3064,17249,68787,48436,616
28.39,40,4739,20719,69882,44384,1030
26.98,48,6470,20356,69393,42519,662
27.48,27,7502,18772,68167,41867,749
27.71,24,7703,16956,66962,42281,1242
28.33,57,7880,14310,65820,43574,651
29.02,83,7939,10474,64160,45665,308
34.04,114,7591,5398,63529,50426,110
43.36,133,6734,1100,64284,56316,14
51.64,139,7568,15,67333,59612,14
31.14,153,9481,0,65178,55544,117
26.34,214,10707,0,61041,50120,391
14,264,10542,0,56672,45866,628
12.96,252,9894,0,51884,41739,1199
11.5,256,9239,0,48498,39004,1706
10.76,241,8597,0,46449,37611,2130
10.57,210,7767,0,45360,37383,2666
10.69,168,7012,0,45692,38512,2523
12.13,125,6547,0,47216,40544,1743
12.76,83,6297,0,51177,44797,1079
41.05,35,6054,1,60200,54111,140
53.78,22,5680,543,65404,59159,5
55.5,5,4919,4865,67562,57773,3
40,2,3439,11503,68043,53099,30
37.09,5,3250,17389,68627,47983,150
32.14,11,4411,21377,69351,43551,693
28.13,24,5288,23215,68162,39636,1386
29.25,28,5559,22700,67229,38942,981
30.07,39,5472,21071,65954,39372,472
31.7,44,5751,17531,64498,41173,190
33.28,53,5981,12464,63020,44521,115
38.43,78,5951,5986,62665,50650,39
47.16,121,5486,1118,63756,57032,3
27.47,180,6123,9,66803,60491,71
16.23,223,6849,0,64837,57765,144
14.67,244,7165,0,60647,53239,208
14.04,240,7011,0,56465,49215,413
12.58,151,6698,0,51592,44743,1876
11.99,93,6164,0,48064,41808,2124
10.98,92,5498,0,46232,40642,2273
10.01,103,4980,0,45308,40225,2523
10.06,93,4619,0,45777,41065,2871
10.97,71,4623,0,47142,42448,2615
11.89,104,4689,0,51145,46352,1349
13.46,125,4881,1,60029,55023,365
31.96,166,4817,529,65259,59748,2
34.5,168,4396,4992,66596,57040,159
43.25,217,3541,11775,65862,50330,262
34.45,245,2949,18096,66027,44738,146
30.44,245,3641,22326,66476,40264,539
29.14,251,4585,24364,65248,36048,1596
30.02,224,4975,24685,64472,34588,1290
28.81,269,4706,23013,63448,35461,1709
27.9,226,4438,19197,62037,38176,1285
13.42,219,4277,13316,60701,42890,303
27.59,223,3723,6394,61051,50711,110
31.78,206,3124,1115,62744,58299,22
14.12,173,3515,8,66305,62610,49
13.9,165,4014,0,64493,60315,30
13.11,177,4061,0,60234,55997,96
12.07,170,3764,0,55701,51768,155
11.05,192,3347,0,51185,47646,670
8.91,200,3183,0,48177,44794,1273
9.52,231,3021,0,46413,43161,1773
8.47,257,2980,0,45243,42006,2922
6.89,342,2902,0,45791,42546,2654
7.25,384,2845,0,47223,43994,2045
7.08,384,2854,0,51163,47926,999
26.21,382,2795,0,59996,56819,204
48.51,295,2841,450,64996,61410,13
53.38,194,2732,4580,66377,58872,4
44.02,142,2013,11218,65941,52568,59
36.16,133,1319,17135,66172,47585,109
32.01,156,1087,21259,66090,43589,343
30.07,220,1294,23568,64677,39595,1149
28.65,291,1533,23803,63389,37763,1456
26.37,304,1705,21443,61813,38361,1515
10.74,240,2017,17494,60279,40529,498
29.98,200,2237,12742,59317,44138,339
38.41,230,2213,6022,59978,51513,108
27.74,179,2577,922,60796,57119,9
11.85,132,4093,7,63662,59430,35
11.78,117,5239,0,61425,56069,186
11.95,117,5874,0,56869,50879,930
11.53,130,6221,0,52779,46428,622
10.85,135,6117,0,48543,42292,605
11.05,121,5534,0,45100,39446,621
11.01,92,5034,0,42872,37746,704
11.03,81,4499,0,41591,37012,774
11.1,93,4074,0,41203,37037,830
11.17,56,3761,0,41189,37373,937
11.52,39,3311,0,41000,37650,897
11.85,27,3117,1,41407,38263,666
12.4,66,3030,343,43270,39832,274
27.54,205,2870,3508,45681,39098,244
26.4,317,2225,8979,47686,36165,415
24.67,413,1216,14599,49354,33126,638
24.63,412,944,18445,50454,30654,1143
23.53,331,1094,20463,49804,27916,1693
20.24,330,1290,20555,47800,25625,2106
21.94,339,1292,18056,46301,26614,1526
23.52,386,1286,14474,45733,29587,960
24.05,507,1274,9532,45769,34457,460
31.88,565,1211,4484,47562,41302,156
40.3,595,1355,670,49617,46998,18
47.01,542,1887,5,52361,49927,81
39.18,423,2179,0,50735,48133,102
32.09,251,2128,0,48087,45709,118
27.02,181,1949,0,46271,44141,104
11.59,141,1913,0,43098,41044,196
12.76,109,1887,0,40238,38241,616
12.5,77,1854,0,38260,36329,1273
12.4,45,2035,0,37130,35050,921
12.36,77,2210,0,36943,34656,1934
12.42,86,2326,0,37316,34904,1291
12.61,112,2487,0,37830,35232,990
12.73,164,2901,0,38688,35623,1266
12.74,258,3185,178,40504,36883,1115
21.85,220,3214,1843,43733,38456,822
26.2,190,2647,4587,46378,38954,1336
30.53,234,1639,7175,48555,39507,202
31.62,272,1456,8884,50614,40002,19
29.24,327,1752,10380,49560,37101,771
27.09,341,2024,11119,47918,34434,1584
26.06,303,2034,10028,46549,34184,1166
26.01,357,1874,8456,46151,35464,1297
25.44,568,1792,5884,46621,38377,1478
31.8,638,1541,3036,48425,43211,1047
40.48,464,1386,532,50731,48350,122
46.99,291,1694,4,53674,51685,99
44.9,269,1815,0,52183,50099,159
40.95,325,1900,0,49814,47589,268
37.39,351,1890,0,48446,46206,343
13.01,220,1659,0,45068,43190,188
13.21,115,1602,0,42190,40473,901
12.89,104,1581,0,40734,39049,1333
12.72,116,1537,0,40399,38746,1437
12.84,132,1506,0,41203,39565,1647
13.22,219,1760,0,42687,40709,1597
14.15,296,2173,0,47408,44940,900
42.17,373,2457,1,57935,55105,368
52,345,2650,164,64120,60961,27
55.07,334,2825,2141,65850,60550,100
53.01,438,2439,6800,65425,55749,214
51.56,590,1791,10806,65839,52652,109
49.08,642,1681,13445,66252,50485,327
42.17,566,1856,15149,65020,47449,176
40.4,570,2336,15764,64264,45595,415
38.84,634,2709,14483,63638,45812,526
40.97,856,3129,11821,63231,47427,285
35.04,1203,3352,7593,62108,49961,215
44.61,1631,3939,3085,62438,53784,93
33.01,1925,5348,299,63786,56214,49
31.84,2066,7697,4,67115,57348,10
16.03,2255,8973,0,63714,52487,228
14.78,2375,9810,0,59750,47566,663
13.67,2489,10418,0,55363,42456,879
12.22,2619,10587,0,50741,37534,755
12.32,2655,10730,0,47701,34316,1403
11.51,2718,10965,0,45493,31810,1362
11.19,2748,11140,0,44971,31083,2168
11.18,2738,11104,0,45117,31275,2048
11.69,2776,11111,0,46609,32722,1645
12.17,2731,11300,0,51003,36972,1157
13.08,2697,11366,0,60481,46417,160
15.28,2683,11097,93,66764,52891,6
15.92,2590,10408,1341,68780,54442,4
15.44,2660,10175,4029,69172,52308,46
14.88,2756,9896,6715,70368,51000,195
14.13,2753,9634,8554,71238,50298,20
13.93,2748,9220,9291,70220,48961,10
13.79,2759,8601,8865,69389,49165,21
13.6,2665,8140,7219,67553,49529,17
13.51,2469,7562,5377,66275,50868,12
13.37,2236,7421,3258,65281,52367,167
13.6,2130,7923,1261,65644,54331,194
13.93,1935,8520,149,67112,56508,7
14.14,1800,9448,5,69263,58011,1
13.81,1881,9725,0,65968,54361,122
13.26,2005,9464,0,60886,49418,579
12.39,2100,9341,0,55855,44414,1181
9.83,2429,9237,0,51094,39428,1938
11.03,2616,9158,0,47620,35845,1609
11.09,2498,8731,0,46047,34818,2235
11.41,2344,8468,0,45035,34223,2701
11.67,2181,8056,0,45313,35076,3165
12.22,2070,7733,0,47020,37217,3121
12.32,2071,7511,0,51638,42056,2813
13.95,2076,7629,0,60452,50747,591
15.76,1926,7705,47,66318,56640,179
16.02,1708,7834,640,68617,58435,82
15.97,1630,7710,2114,68566,57113,83
15.76,1577,7396,3849,69504,56682,23
15.48,1546,7111,5262,70766,56846,83
15.62,1545,6880,5925,69871,55522,52
15.55,1461,6363,5795,68892,55274,276
15.49,1257,6204,5191,67600,54949,41
15.22,1212,6069,4275,66223,54668,11
15.22,1242,5786,2830,64753,54895,309
15.91,1360,5737,1324,65022,56601,68
16.11,1541,5843,207,66327,58737,168
16.34,1532,6051,0,68499,60917,79
15.95,1536,6242,0,64834,57057,315
15.18,1510,5963,0,60672,53199,738
14.37,1410,5757,0,56113,48947,1154
13.65,1293,5250,0,51167,44625,2001
14.99,1144,4615,0,47642,41883,1938
15,1063,3997,0,45964,40905,2145
15.23,893,3525,0,44851,40433,3211
15.39,640,3157,0,45096,41299,3199
15.57,618,2925,0,46913,43370,2898
16.09,643,2698,0,50751,47410,2050
17.61,720,2565,0,59623,56338,1248
19.6,695,2505,48,66082,62834,112
20.15,647,2219,823,67968,64279,27
20.07,633,1782,2509,68335,63411,2
20.03,668,1400,4637,69199,62495,1
19.8,648,1219,6441,70079,61770,1
