Price,Wind Offshore,Wind Onshore,Photovoltaik,Power Usage,Residuallast,Pumpspeicher
60.06,4549,20826,15560,54882,13948,3355
43.92,4529,19710,17795,54148,12114,4583
5.09,4131,17746,19527,52647,11244,5879
7.13,4119,16739,19878,51119,10383,5372
2,4007,17610,17430,50431,11384,5336
35.18,4073,21490,13096,50423,11765,4581
66.72,4523,24921,7347,50823,14033,2318
104.5,4406,24552,2390,51876,20529,93
144.33,4737,23619,130,52746,24261,147
106.36,4908,23041,0,51323,23375,287
72.68,4714,23593,0,48249,19942,395
70.42,4712,22740,0,45729,18277,368
44.28,4685,23108,0,42986,15193,1173
26.62,4395,23311,0,40516,12810,3016
27.06,4455,23385,0,38888,11048,3020
22.19,4387,23622,0,37991,9983,4267
27.17,4289,23828,0,37942,9825,4538
34.02,3948,23405,0,37962,10610,4462
31.59,3928,23596,0,38210,10687,4665
22,4089,23722,8,39041,11223,4625
60.05,3954,22953,709,40798,13182,2558
74.57,4004,22518,3523,44065,14022,1360
67.95,3881,22150,7678,46789,13080,1899
72.55,3896,23406,10994,49316,11020,1746
72.46,3937,25293,12802,51779,9746,2081
68.49,4032,24112,13683,51980,10153,3058
35.37,4072,22405,13757,50749,10516,4962
32.24,3993,20603,12692,49070,11783,6088
33.97,4058,21832,10275,48700,12536,4819
47.93,4427,22921,7045,48470,14077,1654
81.73,5031,21714,3614,48620,18261,254
182.5,5658,19736,988,49366,22984,6
201.92,5913,19779,37,50206,24477,166
214.68,5977,20750,0,49267,22541,246
182.75,5898,20964,0,46904,20042,413
149.5,5755,20275,0,45467,19437,850
113.28,5554,18850,0,43032,18628,1290
83.82,5536,18631,0,41442,17275,3815
97.02,5545,18601,0,40504,16358,5380
84.28,5566,18749,0,40067,15752,5447
83.89,5777,18126,0,40348,16445,4596
98.33,5867,17614,0,41549,18069,3486
169.4,6111,17153,0,45234,21969,2082
344.87,6245,16977,4,53292,30066,422
400.03,6233,16073,586,58356,35463,16
415.38,6213,14244,3552,61167,37158,7
355,5890,12468,7932,61765,35476,8
325.98,5806,11740,12212,62726,32969,13
230.69,5786,12299,15586,63787,30116,1647
190.78,5678,13467,18162,63770,26464,3525
153.35,5719,14358,19532,63362,23753,5333
170.13,5427,15518,19466,62595,22184,5207
215.41,5463,16175,16845,61407,22923,4145
228.15,5781,16659,12200,60153,25513,2804
350,6011,14832,6877,58933,31213,806
407.43,6217,12999,2077,59001,37708,41
442.05,6085,11888,86,59412,41353,4
420.05,6005,11342,0,57996,40650,2
375,5480,10916,0,54200,37805,81
342.68,4802,10595,0,50157,34760,111
296.69,4319,10700,0,46650,31631,1073
261.77,3621,11070,0,44367,29676,3893
260.1,3514,10904,0,42934,28516,4388
275.39,3093,10328,0,42160,28739,3819
262.47,3564,9819,0,42653,29271,4423
260.1,3611,9277,0,43579,30691,3800
278.3,3007,8197,0,46648,35444,1823
375,3233,7135,4,53615,43244,332
433,3094,6306,764,57990,47827,4
440.76,2931,4658,4593,60178,47997,19
401.65,2883,3149,10309,60791,44450,75
364.15,2473,2656,16012,61482,40342,565
344.3,2082,2938,19556,62941,38365,1115
318.48,1839,3340,21595,62233,35459,1890
306.78,1284,3842,21784,61293,34383,2743
308.31,829,4343,21261,59688,33255,3068
325.61,938,3963,18439,58725,35387,2698
355.69,756,3894,13684,57725,39391,867
420.7,595,3521,7833,56892,44944,551
469.05,564,2860,2229,57399,51747,114
580.61,590,2517,68,58379,55205,8
508.1,573,2436,0,57024,54015,9
429.9,474,2221,0,52870,50176,95
388.2,365,2001,0,49026,46661,82
353.78,313,1786,0,45124,43025,383
310.3,276,1614,0,42516,40626,1109
299.58,192,1610,0,41293,39492,2109
299.54,94,1560,0,40635,38980,2337
299.58,93,1496,0,40948,39360,2207
297.28,97,1644,0,42312,40571,1551
340.94,91,1601,0,45949,44257,606
427.01,118,1685,5,53755,51948,21
534.75,131,1724,1049,58102,55198,3
527.71,125,1436,6810,60288,51917,43
429.07,116,770,14815,60520,44820,314
358.15,118,460,22754,61020,37689,500
321.62,100,466,28270,61591,32756,1031
298.37,44,652,30574,61222,29952,2480
302.26,10,921,29152,60079,29997,2910
311.38,15,1096,26788,58675,30776,3671
331.88,9,1260,23046,57368,33053,2918
364.32,5,1384,17534,56096,37174,2431
406.74,4,1249,9903,56378,45221,1396
470,7,1075,2698,57190,53411,21
574.51,17,1141,69,58846,57620,3
490.53,13,1328,0,57459,56118,3
403.66,15,1573,0,53260,51672,57
370,15,1626,0,49489,47848,167
349.39,15,1614,0,45637,44007,253
373.07,26,1399,0,43034,41609,230
339.41,39,1243,0,41364,40082,743
330.08,52,1096,0,40756,39608,993
310.94,99,958,0,41082,40025,1770
322.2,170,940,0,42108,40998,1181
360,214,1036,0,45708,44459,408
435.1,271,1131,4,53563,52158,6
536.03,389,1257,1136,57952,55171,1
498.8,481,1197,7499,60150,50973,12
387.88,642,836,16778,60679,42423,337
333.9,804,449,25493,61372,34626,606
301,936,496,31084,62051,29535,2891
294.36,927,847,32844,61073,26456,4464
275.84,822,987,31602,60204,26794,4191
288.07,749,939,28570,58607,28350,3747
310.94,817,872,24143,57042,31210,1754
376.92,803,780,17968,56026,36475,901
437.74,777,775,9980,56482,44949,183
493.68,779,914,2517,56962,52752,9
600,802,1354,47,58650,56447,4
510,852,2320,0,57367,54196,31
418.38,945,3497,0,53413,48972,243
396.34,1057,4469,0,49693,44167,343
378.69,1311,5189,0,45800,39299,158
352.56,1646,5903,0,43722,36172,779
320.23,1784,6102,0,42208,34322,1618
312.58,1751,6331,0,41402,33321,2934
300.48,1963,6349,0,41751,33440,2798
303.12,2141,6092,0,42858,34625,2825
324.57,2119,5883,0,46328,38327,1060
410.66,1882,5988,3,53529,45656,107
455.29,1780,6036,1242,57959,48903,7
424.57,1531,5347,7517,60453,46058,142
376.02,1383,3494,15819,60963,40266,758
350.92,1068,1602,23002,61435,35764,542
338.56,844,1154,27539,61779,32243,1013
318.16,757,1395,29238,60330,28940,1918
295.3,759,1597,28532,58885,27997,3405
324.92,763,1617,25412,56977,29185,1981
330.76,912,1485,20154,55953,33403,831
372.14,774,1249,13609,55527,39895,756
422.09,778,1026,6555,55556,47197,70
460.13,646,1108,1474,55808,52580,8
473.02,716,1308,14,56794,54756,6
435.61,1066,1735,0,54793,51992,96
395.48,1392,2239,0,51253,47622,482
381.86,1961,2554,0,48099,43584,108
360.93,2080,2500,0,44762,40183,188
377.94,2238,2358,0,42178,37582,231
344.12,2746,2153,0,40484,35586,790
312.03,3396,1952,0,39489,34141,2772
307.23,3932,1800,0,39390,33658,3012
306.29,4089,1635,0,39379,33655,2413
312.74,4076,1544,0,40398,34779,2294
345.2,3974,1523,1,42245,36747,1196
371.78,3828,1701,529,44501,38444,503
370.66,4273,1745,3624,47679,38038,638
375.15,4360,1409,7996,50526,36761,975
369.93,4162,1078,11508,52239,35491,824
363.49,3842,1006,13905,53197,34445,1639
330,3492,1097,15119,52626,32918,1766
298.29,2964,1184,14926,50598,31524,2967
299,2496,1210,13423,49082,31954,3285
317.11,2651,1283,10541,48604,34130,2054
357,2809,1421,6928,48119,36962,551
374.47,2881,1715,3388,48786,40802,240
409.63,2872,2104,808,49916,44132,7
427.76,3160,2391,8,50840,45281,6
407.68,3262,2861,0,48746,42623,6
371.55,3457,3067,0,45864,39341,117
362.73,3395,2946,0,43175,36834,13
314.97,3279,2793,0,40505,34433,132
268.66,3028,2566,0,38295,32701,755
230,3107,2322,0,36494,31065,720
215.24,2828,2453,0,35744,30463,1549
215.16,2503,2604,0,35433,30327,2375
194.4,2444,2917,0,35188,29827,3002
197.6,2172,2932,0,36024,30920,3488
228.14,1999,2969,1,36604,31635,1039
239.9,1888,3063,336,38193,32906,206
278.74,1636,2930,2411,41399,34423,93
291.6,1475,2302,6077,44244,34391,25
271.97,1394,1843,10190,46448,33021,669
277,1456,2030,13723,48564,31355,950
266.48,1221,2247,15768,48357,29120,1104
238.34,816,2529,16209,46837,27283,3773
211.34,558,2953,15324,45513,26677,4550
218.59,425,3430,12993,44737,27890,4017
266.2,591,3458,9335,44606,31222,2642
328.13,853,3418,4965,46128,36893,1057
380.09,1057,3056,1176,47798,42509,55
412.03,1211,2884,12,49186,45079,2
393.92,1910,2870,0,48163,43384,3
369.97,2587,3138,0,45994,40269,80
348.17,3643,3605,0,44739,37491,152
294.43,4613,4456,0,42272,33203,726
248.77,5088,5964,0,40532,29480,1823
179.85,4986,7401,0,39526,27140,2680
156.84,5063,8992,0,39315,25260,4301
121.24,5401,9927,0,39868,24540,4876
98.22,5521,11170,0,41888,25198,4965
155.92,5841,13104,0,45827,26883,4034
244.59,5845,14864,1,53783,33073,1212
333.89,5602,15444,519,59090,37525,291
329.99,5773,15056,4107,61604,36668,40
291.5,5850,14865,10081,62301,31506,1109
259.75,6048,16399,15727,64472,26298,1998
217.48,5491,19269,18183,65614,22671,3861
162.98,4772,21620,18962,66196,20842,3649
173.93,4855,23674,17821,65593,19243,3509
154.25,5236,24743,15483,64380,18918,4615
165.24,4901,25226,12342,63497,21029,3802
197.39,4258,24849,8846,62259,24307,2414
309.08,3401,23561,4181,61948,30804,1093
389.01,2430,23595,780,61701,34897,512
419.01,2176,23228,5,62516,37108,198
396.58,2496,22544,0,60316,35276,451
329.7,2914,20918,0,56685,32852,463
303.08,3271,18964,0,52973,30738,700
263.91,3363,17140,0,48893,28389,1162
190.95,3402,15186,0,44813,26225,2953
180.24,3275,14235,0,43282,25772,3330
169.8,3178,13766,0,42175,25232,3930
151.3,3786,13929,0,42384,24670,4918
167.35,4012,14367,0,43892,25513,4483
209.97,4208,14698,0,47345,28440,2545
327.48,3872,15246,1,54383,35265,370
415.95,4061,15286,194,59576,40035,8
443.51,3783,14803,1935,62383,41863,15
412.29,3013,14340,5150,63003,40501,14
366.86,2773,14543,8400,63630,37914,18
351.37,2565,14882,10838,64621,36336,87
301.37,1879,15110,12964,64043,34091,790
293.27,1549,15421,14118,63489,32402,2735
288.65,1398,15442,14099,62621,31682,3995
295.21,1482,14028,11670,62093,34914,2550
308.29,1288,12874,8370,60021,37489,887
365.3,928,11104,4187,59690,43471,325
381.5,701,9775,900,60097,48720,3
418.99,498,9936,6,60617,50177,0
400.52,217,10312,0,57755,47226,6
351.43,144,10600,0,53524,42780,209
333.69,127,10691,0,49943,39125,264
319.71,143,9845,0,46894,36907,1298
306.42,185,9076,0,43967,34707,1622
275.78,226,8253,0,42266,33787,4655
245.94,274,7348,0,41614,33992,4939
242.98,250,6710,0,41793,34834,5170
273.77,193,5961,0,42898,36745,4629
307.13,163,5820,0,46022,40040,3214
383.17,186,5839,2,53830,47803,217
472.63,96,5477,254,58876,53049,16
500.38,51,4398,2047,61553,55057,3
429.91,40,3577,5156,62242,53470,3
409.97,39,3173,8316,63329,51801,17
394.6,30,3053,11324,63897,49490,15
353.76,19,3173,13453,63801,47157,279
346.45,26,3262,13551,62747,45909,541
331.8,56,3163,12937,61082,44926,1321
357.91,33,2977,11379,59720,45331,550
384.98,27,2658,8382,58304,47238,154
435.59,8,2244,4225,58466,51990,62
510.79,12,1699,831,58890,56349,8
640.42,30,1520,6,59976,58421,6
510,68,2119,0,57646,55460,145
419.99,75,2814,0,53985,51096,542
372.61,175,3250,0,50327,46903,612
361.8,206,3610,0,46648,42832,1046
351.45,124,3790,0,43845,39931,3937
336.51,236,3543,0,41893,38115,3461
326.14,246,3301,0,41591,38043,4654
315.19,285,3000,0,42102,38817,5149
320,456,2568,0,43361,40338,4213
345.53,521,2295,0,47231,44414,1788
440.07,333,2295,1,54515,51886,195
569.93,325,2225,433,59313,56331,3
583.44,565,2163,3775,61609,55106,7
407.08,811,1574,9505,62159,50270,160
371.75,709,1074,15495,62952,45675,199
352.1,585,1064,20066,63352,41638,1328
330.49,562,1339,20655,63118,40562,2069
344.25,649,1580,18321,61875,41325,1629
335.3,796,1609,15350,60106,42352,1529
350,910,1632,12089,58784,44155,150
366.45,1192,1554,8340,57967,46881,22
445.01,1385,1416,4033,58441,51607,14
523.19,1462,1228,814,58788,55284,5
605,1555,1585,5,59973,56829,4
520,1523,2108,0,57902,54270,7
424.99,1620,2183,0,54578,50775,16
397.03,1679,1880,0,50828,47269,171
374.46,1202,1560,0,46836,44074,762
349.44,703,1457,0,43913,41752,2251
336.1,456,1229,0,41843,40158,2738
325.03,348,1206,0,41379,39825,3593
322.42,255,1373,0,41633,40006,3801
324.8,202,1587,0,42968,41180,2985
348.44,348,1821,0,46405,44237,663
429.99,280,1905,1,53719,51533,20
524,181,1815,428,58402,55979,1
538.92,178,1823,4516,60853,54337,1
431.37,184,1545,11166,61231,48337,7
376.35,271,976,18080,61334,42007,181
334.17,610,1473,23834,61687,35770,1145
279.01,1276,2807,26525,60892,30284,1622
252.2,2471,4448,26200,60129,27010,3951
200.03,3314,5657,23063,58184,26151,4676
195.36,4291,6503,18449,57374,28131,4590
218.23,5229,6930,12840,56772,31773,3754
306.61,6067,6413,6576,56558,37502,1519
365.85,6353,6106,1191,57609,43959,8
339.09,5902,8946,3,59215,44364,13
292.71,4889,13074,0,56717,38754,375
192.44,4765,16691,0,53124,31669,483
164,4608,19121,0,50440,26712,585
91.95,4737,20538,0,47752,22477,2285
64.41,4726,21526,0,44919,18668,1774
63.59,4719,22256,0,43142,16168,3711
50,4659,23115,0,42569,14795,4518
21.48,4212,24234,0,42440,13994,5558
16.91,4417,24526,0,42656,13713,6206
15.03,4684,26465,0,43649,12500,6343
15.02,4759,28388,1,45666,12518,6194
23.84,4584,30196,312,48412,13320,5370
45.02,4209,31101,1862,51597,14425,3836
73.05,4183,30875,3493,54295,15744,901
109.85,3945,29783,4922,55900,17250,767
106.77,4317,28767,6474,57234,17677,1099
90,4512,28987,7818,56510,15192,1562
74.04,4929,27922,8058,55367,14458,4118
66.16,5235,26626,8062,53729,13807,5578
66.9,5682,25497,8296,52546,13072,3984
69.82,6171,24024,6524,51977,15258,3314
137.8,6644,23258,3351,52155,18903,624
169.67,6684,22925,590,52932,22734,265
195.77,6703,23715,2,53853,23433,307
180.27,6573,24260,0,51654,20821,446
144.9,6269,24135,0,49130,18726,876
110.29,6440,24221,0,46889,16228,1421
77.45,6411,24521,0,44065,13134,2747
64.54,6724,24435,0,41748,10589,2939
64.04,6830,24024,0,40166,9312,3130
58.24,6955,21154,0,38928,10820,6596
61.95,6556,21879,0,38584,10149,6321
59.19,6606,22304,0,38785,9876,5877
59.53,6597,21767,0,39044,10681,5527
59.38,6480,21892,1,39838,11466,4992
60.03,6425,21367,221,41879,13866,3728
85.03,6216,20052,2365,44905,16272,1335
92,6576,17677,6049,47786,17484,333
74.15,6286,16469,9666,49751,17330,266
62.08,5932,16558,11518,50969,16961,555
57.47,6066,17677,12815,51178,14620,3300
56.37,5725,18078,13371,49845,12672,5814
64.55,5289,18298,12661,48568,12319,5084
67.01,5537,18997,10711,47896,12651,3604
91.36,5364,18474,7608,47291,15845,2249
192.05,5508,17121,3598,47947,21720,655
280,6028,15877,570,49082,26607,11
311.72,6051,16680,2,50541,27809,338
289.98,6065,17790,0,48805,24950,516
230.47,5977,18009,0,46910,22924,637
162.7,5564,17642,0,45493,22287,1294
150.92,5367,17377,0,43176,20432,1694
80.84,5276,17485,0,40516,17755,4220
94.04,5269,17006,0,39197,16922,5654
82.92,4524,17106,0,38224,16595,5366
84.27,4073,17194,0,37916,16649,5134
95.21,3348,16308,0,38430,18775,4197
126.95,3287,15483,0,39211,20442,1960
192.68,3483,15149,0,39781,21150,348
279.94,3159,14388,234,40691,22912,16
304.1,2941,12928,3143,43201,24189,8
243.02,2998,11758,8657,45698,22285,46
193.73,2771,11729,14480,48092,19113,1076
117.1,2689,12484,18941,50177,16063,2617
100,2525,13353,20203,50611,14530,4582
121.96,2626,13585,19141,48550,13198,3757
83.43,2455,13429,17099,47414,14431,4357
140.3,2140,12493,14159,46396,17603,1574
204.07,1840,11367,9891,45783,22685,841
322.59,1658,9352,4655,47561,31896,238
391.11,1415,8279,738,49232,38799,1
466.62,1250,8070,1,51205,41885,4
379.85,1284,8080,0,49458,40094,8
321.3,1448,8081,0,47352,37824,6
318.42,1929,7457,0,45888,36502,131
279.93,2158,7220,0,43329,33950,622
205.48,2216,6897,0,41255,32143,1737
188.59,2386,6378,0,40107,31344,4198
187.67,2674,5972,0,39465,30820,4423
169.1,2619,5505,0,39626,31503,4975
187.69,2783,4997,0,41002,33222,3675
196.92,2687,4662,0,44534,37186,1378
329.97,2805,4810,0,52360,44746,133
427.5,2887,5085,263,57873,49639,7
497.39,3494,5250,3033,60197,48420,20
317.09,3698,4861,7669,60653,44426,28
258.9,4344,3984,13607,61294,39360,144
217.24,4695,3739,20368,62168,33366,762
161.91,5044,4727,25941,61929,26218,3296
150.69,4881,5654,28187,61094,22373,5339
140.07,5061,5902,27153,59679,21564,5696
144.08,5286,6612,23020,58856,23938,4514
177.3,5151,7022,15889,57361,29299,1411
211.31,5565,6326,6974,57451,38587,501
229.52,5693,7396,812,58371,44471,3
206.11,5622,10883,0,60659,44154,29
173.59,5304,14845,0,58403,38254,210
154.87,5370,17207,0,55136,32559,557
157.34,5166,18247,0,52037,28625,408
133.7,5132,18686,0,48383,24566,656
44.99,5545,18884,0,46176,21748,2718
83.33,5651,18656,0,44629,20323,5060
54.11,5690,18136,0,43907,20082,5189
46.04,5845,17674,0,44168,20650,5324
41.98,5757,17356,0,45531,22418,4061
41.64,5740,17114,0,48617,25764,2241
96.14,5905,17393,0,55747,32449,269
149.16,5900,17898,326,60964,36840,75
155.55,5466,18080,4307,63502,35649,77
104.87,5327,16945,10740,64041,31030,386
96.07,5099,16326,16605,64818,26788,1072
54.84,5041,17020,21097,65289,22132,2072
36.23,5084,19016,23913,65097,17084,3973
3.91,5091,19911,25092,63765,13670,4927
0.38,5080,19905,23651,62770,14135,5819
12.46,5066,20578,19811,62039,16584,5187
39.99,5266,21150,13457,60635,20763,1967
25.69,5255,20441,5919,59660,28045,463
20.19,5252,22298,752,59747,31445,9
15.99,5711,26153,1,62398,30534,18
11.04,5477,29538,0,60945,25931,815
17,5207,31608,0,57550,20735,2192
20.23,4905,30517,0,53971,18550,3412
1.89,4823,29238,0,50378,16316,4176
0.93,4987,26553,0,47169,15630,4707
0.39,5014,25941,0,46536,15581,5461
0.09,4892,25209,0,44998,14897,5919
0.08,4737,24930,0,45253,15586,5568
0.06,4558,24870,0,45922,16494,4734
0.58,3928,26932,0,49499,18640,3107
20.14,4262,26857,0,56512,25393,860
49.76,4516,25042,261,60945,31127,69
58.22,4437,21777,3601,63165,33350,24
41.99,4251,19679,10517,64182,29735,215
38.36,3652,19639,17904,65067,23872,627
8.94,2549,18780,22871,64718,20519,2205
0.71,2526,17664,25677,64140,18272,4529
0.12,2885,16181,26391,62703,17246,4757
3.91,3186,14904,25094,61297,18114,5053
14.46,3527,14473,21047,60470,21423,4447
17.07,3957,13335,14273,58866,27301,2110
24.42,5181,10624,6106,58965,37054,438
40.92,5228,9043,659,59795,44865,1
44.91,6008,9677,0,62009,46324,3
44.5,5812,11083,0,59371,42477,5
41.01,5360,11805,0,55768,38602,19
36.19,5327,11125,0,52106,35654,14
25.88,5438,10607,0,48575,32529,59
16.99,5496,10227,0,45722,29998,316
4.86,5287,10059,0,44113,28767,1845
1.35,5290,10156,0,43108,27663,2110
0.45,5218,10358,0,43283,27707,3076
0.1,5392,10657,0,44659,28610,2225
0.81,5072,11186,0,47942,31684,812
5.95,5094,12674,0,55270,37501,236
50,4271,13487,314,60006,41934,8
51.26,4454,12503,4264,62474,41253,8
48.61,4605,10509,11586,62847,36148,370
39.91,5131,8623,18551,63513,31209,331
20.53,4851,9367,23579,64298,26502,2644
13.65,4362,11671,26525,63653,21095,5806
13.74,3358,12757,26509,62750,20127,6037
19.54,3560,12041,24145,60342,20595,5333
18,3392,10816,19604,58574,24762,4012
23.13,3957,9237,12802,56786,30791,721
33.91,4894,7457,5142,57146,39655,234
51.97,5138,7576,497,58202,44991,8
49.95,5568,9287,0,59713,44858,8
38.96,5814,11748,0,56295,38734,115
49.94,5234,14766,0,52505,32506,335
51.19,4853,15970,0,49522,28699,641
49.91,4802,17295,0,46476,24379,2270
44.68,4188,18361,0,43909,21361,1345
45.06,3647,18318,0,42328,20363,3272
46.72,3572,17474,0,41167,20121,4395
46.9,3923,16720,0,41177,20535,4261
46.87,4126,15689,0,41223,21407,3797
47.22,4265,15212,0,41810,22334,2447
49.22,4381,15160,0,43612,24071,458
63.14,4862,15116,155,45914,25780,344
70.21,4951,14515,2408,49268,27394,122
70.24,5325,12784,6712,51735,26914,13
52.49,5932,12215,11708,53310,23455,855
45.72,5828,14431,15414,54936,19264,3948
36.57,5839,16336,16858,55167,16135,5681
35,5094,17585,16874,53370,13818,6222
29.94,4719,17802,15420,51926,13985,7103
29.91,4417,17142,13075,51216,16582,6040
41.91,4382,16112,9362,50739,20883,3063
45.41,4885,13917,4058,50640,27781,1239
52.46,5012,12218,457,51819,34132,53
47.71,4891,11511,0,53314,36913,6
46.13,4691,11754,0,50437,33992,101
46.56,4462,11671,0,47827,31694,225
57.27,3787,10885,0,45647,30975,43
62.78,3278,9913,0,42773,29582,479
97.5,2824,9125,0,40250,28301,701
97.13,2453,8443,0,38860,27965,918
100.8,2122,7726,0,37534,27687,993
101.26,1858,7266,0,37397,28273,1520
101.33,1453,6550,0,37317,29315,1537
100.8,1174,5747,0,37709,30788,954
120.98,909,5551,0,37930,31470,311
195.68,1018,5461,271,39126,32375,133
196.7,1412,5485,4303,42400,31201,358
150.85,1524,4779,12111,45369,26956,1159
102.46,2089,3222,19968,47371,22093,2088
87.69,2626,2969,25505,49233,18134,4700
59.97,3062,4147,28104,48582,13269,6797
50,3332,4852,27494,46895,11218,6981
54.75,3192,5034,24886,45336,12225,6761
51.44,2751,4941,19837,44542,17012,5289
132.38,2302,5143,12847,43986,23694,3152
183.08,2343,5496,5080,45397,32479,298
198.84,2741,7482,450,48227,37555,7
258.74,3158,13224,0,49846,33464,28
145.05,4017,18220,0,48617,26380,770
94.8,4546,20749,0,47338,22044,825
92.69,4302,21018,0,47381,22061,1446
61.84,4256,20744,0,44818,19818,4021
69.37,4539,19515,0,43382,19328,6622
68.68,4588,19235,0,42465,18642,6905
66.59,4502,18471,0,41976,19003,6882
68.7,4552,17530,0,42515,20433,6996
78.16,4399,16973,0,44102,22730,6600
98.21,4211,17042,0,47788,26535,4348
127.76,4455,16729,0,54846,33662,611
227.26,4199,16142,178,60295,39776,14
266.26,4062,14478,3534,62980,40906,28
217.18,4250,11011,10055,63533,38217,14
165.03,4425,7467,16979,63968,35097,17
158.87,4173,6089,22320,64141,31560,294
133.46,3803,5969,25381,63491,28337,2498
131.08,4473,6884,25238,62663,26068,3514
131.17,4399,8541,21859,61279,26482,4187
139.37,4929,9968,16338,60392,29157,1953
158.86,5096,10783,9236,59564,34450,605
210.58,5275,11414,3197,60163,40276,275
247.81,5098,13369,229,61898,43202,262
258,4859,13990,0,62731,43882,202
179.4,4785,14909,0,59400,39706,249
157.93,4941,15810,0,55902,35151,542
155.4,4721,15291,0,52390,32379,511
120.93,4814,14062,0,48886,30010,1380
121.02,5132,13619,0,46219,27468,3909
115.92,5148,12738,0,44788,26902,5515
107.73,4778,11483,0,43517,27256,4955
109.77,4638,10785,0,43549,28126,5407
120.02,4621,9741,0,44980,30618,5302
130.93,4338,8825,0,47984,34821,1967
188.81,4143,8338,0,55037,42557,413
299.91,3781,7771,108,60452,48793,21
348.98,3559,6643,2724,62630,49705,19
300.72,3255,4724,8645,62690,46066,20
258.72,3056,3289,14674,63611,42593,512
229.87,2760,3387,19333,64803,39324,1394
186.57,2773,4251,21326,64530,36180,3009
183.17,2452,4514,20908,63277,35403,4103
207.25,1987,3830,18839,61624,36968,3570
207.6,2132,2973,14925,59646,39616,2106
256.84,1842,2042,9395,58692,45414,934
323.9,1308,1371,3641,58545,52225,151
442.72,1042,1406,290,59578,56841,9
484.75,913,1630,0,60978,58435,11
351.65,692,1968,0,57689,55029,11
295.02,555,2126,0,53865,51185,35
262.03,516,1967,0,50315,47833,70
258.54,549,1823,0,46470,44099,163
236.57,642,1673,0,43998,41684,1625
222.21,935,1576,0,42641,40131,4051
207.56,1130,1526,0,41826,39171,4737
198.99,1259,1409,0,42348,39681,5297
219.9,1270,1469,0,43758,41019,4578
240.68,1114,1425,0,46916,44378,2063
307.75,1134,1587,0,54024,51304,184
480.12,1188,1694,84,59160,56195,21
479.3,1339,1765,2602,61302,55597,3
334.03,1706,1803,8906,61755,49341,98
283.73,1928,1358,15668,62214,43260,412
232.08,2101,893,19919,62904,39991,335
213.64,2293,1309,22109,62192,36481,1077
217.9,2509,1727,22002,61329,35091,1794
217.58,2414,1779,19908,59686,35586,1723
224.31,2345,1642,16317,58576,38271,1555
219.4,2077,1311,10392,57563,43784,689
295.09,1824,1226,3691,58199,51458,224
378.4,1747,1909,219,59903,56029,5
479.97,1717,3376,0,61383,56290,5
324.38,1564,5182,0,58192,51446,6
273.02,1809,6700,0,55042,46533,386
243.55,2005,7284,0,51583,42294,907
228.57,2075,7807,0,47880,37998,1321
218.66,2158,8180,0,45304,34967,3060
210,1996,8585,0,43611,33031,6028
193.8,1803,8238,0,42573,32532,6147
182.96,1562,7584,0,42556,33410,5843
195.02,1480,7074,0,43786,35232,5092
218.46,1652,6838,0,47327,38836,2940
257.47,2175,7032,0,54222,45015,254
285.81,2093,7006,71,59056,49887,4
332.53,2456,7138,1896,61299,49809,4
301.56,2632,6181,5252,61841,47776,6
280.05,2718,4585,9087,62612,46222,6
277.7,2542,3753,12094,63253,44865,17
262.7,2548,3674,13657,63132,43254,311
254.99,2441,3994,13471,62470,42564,877
255,1889,4269,11536,61452,43758,757
263.58,1478,4242,8218,60151,46214,543
267.05,993,4020,4725,58855,49118,167
292.35,859,4284,1592,58850,52116,15
319.66,784,4812,75,60367,54696,4
343.7,810,5603,0,60802,54389,5
290.1,1074,6538,0,57414,49802,12
248.54,1156,6619,0,54190,46416,20
225.19,1138,6474,0,50578,42966,74
202.06,1013,5897,0,46757,39847,772
231.32,1052,5213,0,44289,38025,1653
219.6,1204,4452,0,42846,37190,3893
212.12,1351,3845,0,41810,36614,5063
211.62,1393,3647,0,41949,36910,5764
218.92,1206,3409,0,42918,38303,5872
229.49,1235,3236,0,46197,41727,3880
278.37,1358,3065,0,53415,48993,634
350,1355,3276,42,58634,53961,5
412.65,1050,3627,1390,60809,54743,12
327.39,1074,3464,4630,61280,52113,6
297.26,1566,3267,8546,62327,48948,23
282.41,1383,3511,11746,62667,46026,48
262.01,1171,3981,13277,62689,44261,280
238.37,1150,4385,12564,61191,43092,373
221.42,1360,4676,10324,59438,43079,668
242.69,1303,4985,7323,58247,44635,443
258.6,1211,5054,4071,57446,47111,101
274,1204,5499,1297,57624,49625,13
290,1162,6719,45,59059,51134,6
299.3,1042,8345,0,59386,49999,47
266.99,1085,9674,0,56463,45705,726
217.94,1357,10200,0,53034,41477,457
220.03,1483,10269,0,50136,38384,1053
193,1555,10189,0,46908,35164,924
191.76,1791,9635,0,43672,32246,1028
174,2055,9000,0,41619,30565,1568
163.8,2227,8111,0,40709,30372,2150
144.74,1620,7428,0,40398,31350,3973
139.9,1022,6978,0,40243,32243,3258
133.36,819,6311,0,40632,33502,2174
147.49,747,6349,0,42472,35377,1113
159.44,604,6664,28,44730,37435,1251
186.62,805,6911,828,48141,39598,758
199.33,1043,6802,3300,50702,39557,596
185.09,1914,6499,6802,52071,36856,714
160,3031,7399,10136,53476,32910,655
144.91,4022,9231,12880,53204,27073,946
136.57,4546,11114,13550,51752,22543,2052
118.78,4777,12298,12247,50303,20982,3029
120,4994,13070,9360,49902,22478,3053
133.21,5218,12749,5573,49025,25486,1755
