Wind Offshore [MWh] Berechnete Auflösungen
3059.25
3586
3842.25
3463.25
3462.25
334
3268.5
3479.75
3117.5
3467.75
3396.25
3599.5
3628.25
4063.75
6562
6701
6658.75
6555
618
6006.25
5592.75
6097
5142
4729.25
2881
1745.25
1183.75
851
682
858.5
1174.25
1299.75
1746.75
1978.25
2289.75
3031.75
3315.75
4467.5
5731.25
5931.25
6211.75
6376.25
6132.75
6057.75
5847.5
5545.75
5237.75
4888
4406
4227.5
4113.25
3952.25
3842.5
3441.25
3084
2641.75
2503
2955.5
3615
4054.25
3626
3757.25
4319.75
4756.75
4747.25
5278.5
5847
584
5639.25
5250.25
5121.75
4875.5
5069
5221.25
5395.75
5439.5
5639.75
5790.5
5534.75
5581
5291.75
5014.25
4914.75
4762.25
5157
5321.75
5317.25
5323.5
5176.25
4973.25
503
5115
475
4907
5022.5
4906
4198
3620.5
3579.5
3556
3276
3256.75
2959.75
3359
3573.75
3443.25
3143.75
276
2
1006
659.5
642.5
379
538.25
950.25
1671.75
2135.5
2895.75
3947
4417
5189.25
5834.5
6194
6478.75
658
6484
5694.5
5158
4545
4327.5
4505
5624.75
5732.25
5759.25
5325.5
5608.25
5974.25
6123.25
6385.75
5789.25
5843
5503
4951.5
4635
4024
4152.25
4717
5555
5891.75
6074.5
6088.25
6099.25
6018.75
5794.75
5831.25
5906.25
5929.25
6022.25
5940.25
6005.5
6166
6267.5
6113
6185.5
6313
6405.5
6391.25
6394.75
6970.75
7072.25
7017.5
6748.25
6861.25
6826.75
6671
6467.75
6111.75
6027
6158
6044.75
5749.5
5766.25
5421.25
5395
5832
5821.25
5769
5887
6115
5988.5
6050.5
6202
6070.75
6191.25
621
6099.75
6191.75
5517
5254.5
504
4504.75
4401.5
4077.5
3788
3232.5
2577.25
2073.5
2087.75
1643.25
1744.5
2184.5
2659.75
2903.25
3475
393
4136.25
3734
3319.25
3073.75
2916.25
2879.25
2791
2954.75
2859
2837
3566.25
3990.5
448
4848.25
5449.75
5342.75
5287.75
5409.5
5351.5
5535.75
4044.5
3889.75
3340.25
3321.75
3211.75
3689.25
4773.5
5208.75
5149.25
5089.25
5229.75
5302.25
5223.75
4577.75
4874.75
4630.25
4784.5
4777.75
5032
5010.75
5079
5025.75
5377.5
5347.75
5025.25
4438.25
4290.25
4418.75
4348.75
4967.75
5033.5
5269.5
5872
5605.5
5287.25
5533.25
5149
4556.75
4049.5
3688.25
3275
2877.5
3794.5
4594.75
4521.25
4519.75
5082.75
5784
6068.25
5663.5
5088.5
4475.5
4762
5161.25
5341.5
5182.75
5491.75
5444
5194.5
5274.25
5056.25
4303.25
3880.5
3847.25
3822
3808.25
3636.75
3714.5
4451.25
4340.5
3907.5
4231
3368.75
3122.25
3138.25
3531.75
364
4414.25
4699.5
5605.75
6006
6314
6145.5
5523.5
6007
6698
6965.5
6888.75
6744.5
6743.5
6720.25
6202
5858.5
5563.25
5067
4945.75
5557.5
5212
5355.5
6067.5
5843.25
5369
5406.75
5495
5618.25
5790.25
5858.5
5807.75
5618.75
5259.25
4420.75
4122.75
3944.5
3718.25
3905.75
3543.25
3755.75
4049.75
4188.5
4195
3907.25
4092.25
4161.5
4364.5
3967.25
4529
4154.25
3349.75
309
2760.5
3197.5
3596.75
3002.5
2636.5
2738.25
2841.25
2982.75
2723
3012.25
3406.5
347
3989.25
3905
3646.75
3605.5
3175
3245.25
3285.25
3885
3858.75
4315.5
4807.5
5280.5
6087
6219.25
5267.5
4998
5045.25
4750.75
4646
4788.75
485
4491.25
5348.5
5253.25
5079.75
5952.5
5522.25
4942.75
4913.25
4495.5
4595.75
4485
4741.5
4986.5
4272.75
3841.5
3772.5
3741.75
3794.25
377
3580.5
4159
4498.75
4991.25
5590.5
5441.25
5599.75
5753
5595.25
5537
5471.75
4775
4986.25
5480.75
4507.25
4285
3547.5
3293
3248.25
287
2818.75
3154.25
3402
434
5264.75
5177.75
4867.5
4783.75
5330.5
65
4684.75
4948.25
5050.5
5632.5
5401
5019
3710.75
3801.5
3215.5
2257.75
1925.5
1834.75
1872.25
2042.25
1845
1699.5
168
1361.75
1427.25
1518
1502.5
1230.5
737
427
214.25
153.25
144.5
157.75
143
228.75
300.75
309.75
303.5
373.5
558.75
838
1124.25
1820.25
2077
2042.25
1849
1558.75
1592.75
1410.75
1490.25
1398
1278.25
1266.5
1345
1318
1212.75
1111.75
1098.25
1261.5
1156.75
1416.75
1518.5
1623.75
1524
1628
1886.75
2061
2110.75
1769.5
2094.5
2401.75
2324.25
2147.25
2065
1913.5
1709.25
1691
1763.75
1879.75
1927.5
1872.5
1839.5
1732.5
1684.5
1785.5
1785.75
1857.25
1547.25
1372
859.75
577.25
574.5
700.75
890
752.25
513.5
353
280.5
230.5
87.75
78.5
59
65
26.75
35.5
41.5
30.25
8.75
4
8
23.5
28.5
34.75
62.5
108
115.25
114
85
67.25
53.75
73.75
89.75
136.5
212.75
362
404
349.75
357.5
453.25
466.25
536.25
523.75
490
642.25
844.75
1086
1211
1433.75
1671.5
1860.75
1910.25
2080.25
2192
2405
2632
2804.75
3292.5
3691.75
4097.25
4141
4236.25
3868.5
3666.5
3693.25
3805.25
3349.75
2803.75
2549.75
2536.75
2714.5
2904.25
3733
4111.5
3727.75
3328.75
3019.5
2891.5
2788.25
2973.25
3422
3649.25
3931.25
3978
4087.75
4000.5
4230.5
4610.5
5178.25
5603.75
5524.75
5360.5
4658.75
4348.75
4305.5
4405.75
4573.25
4188.25
4451.5
4154.75
3397
2950.5
2472.75
2121.5
1511.5
1040.5
663
434.25
305.75
303
365.75
304
191
103.75
56
26.75
7.25
2.75
0
11
13.75
25
98.5
235.5
575.75
831.5
1028.75
1096.5
1372.5
1761.5
2299.5
2678.25
3165.25
3114.75
2892.25
3146
3059.5
2899.75
2400.75
2426.25
2634.25
3229.5
3553
4304.5
4166.5
4327
4809.25
4928.75
4782.25
5158.75
4972
4771.25
4408.5
4395.25
4504.25
4446.5
4426.25
4462.75
4360.75
4229.5
3559.75
3378.25
3440.75
3182.25
3121.75
2978
4135.25
4022
3830.5
3596.75
3774.5
3397
3713.5
3678.75
3529.75
3616.5
3305.25
3291.5
2898.5
2903.25
3083.25
3409.75
3816
4016.5
3825.25
3967.75
3850.5
4309.5
3933
4333.75
4263.5
4284
4284.25
41
4183.25
5115.25
4890.5
4287.5
3504.75
3000.5
3071.75
2780.25
2794
2929
2604.25
2785.5
2720.5
2665.25
2663.5
2235.5
2318.5
2381.75
2632
2567.5
3196
3271.75
2620.75
2416.75
2536.75
2491.5
3325.25
2872.5
3144.75
2909.5
3121.5
2954.5
2950.5
2549.25
2728
3616
3766
3968
3985.75
3960.25
3846.25
3339
3033
3123.75
4227.25
4056
4335
4234.5
4186.5
4232
4113.5
3964.75
3457.75
2697
1929.75
1323.5
971
868.75
948.75
1255.75
1592.25
2103
3141.75
4396.75
5361.25
5842.5
5621.75
5013.75
5161
4120.25
3552
3072.25
2784.25
2511.75
2943
2185.75
2459
2278.75
2052.25
2010.75
1992.25
2172.75
2025
1650.75
1538.5
1971.5
2326.5
2181
2164
3023.5
3950.5
3018.25
2713.25
1718.75
971.5
876
880.5
963.75
819.25
836.75
857.75
889
906.75
1042.5
1098
1024
1008.75
991.25
954.75
107
1266.5
1631.5
2130.5
2669.25
2830.25
3118.75
3644.75
3420.5
2880.5
2492.75
2687
3352.25
4107.25
4111
4312.75
4904.5
5024.75
5105.25
4859.75
4674.25
4535.75
4513.75
4572
5175.75
4845.75
4657.25
4452.25
3997.25
2819.75
1637.75
1131.5
973.25
1012.25
944.25
721
461.25
583
650.75
804.25
614.5
386
248
161
53.25
5.5
3.25
11
28.25
67
195.25
296.25
322
586.5
793
1106.25
1491
1823.5
1646.5
1461.5
1511.75
1778
1892.75
1691.75
1451.5
1461.5
1462.75
1507.25
1465.75
1345
1327.5
1375.25
1401
1260.75
1094.5
1032.5
981.25
1004
897.75
826.5
759.25
745
843.75
896.25
931
952.75
860.25
1047.75
1413.5
1632.5
1755
1993.75
2586.5
3043.75
3495.25
3939.75
4490.25
5022
4702.25
4175.5
4489.75
4470.25
4146.25
5175.5
5088.5
5553
5195.75
5116.5
5142.75
5392
5127.5
4999.5
4668.5
4838.5
3941.25
3594.5
3611.5
3520.25
4112
4437.25
4694
5116.5
4893.5
4303
4286.5
3986
3929.25
4855.25
4805.5
4315.5
3881.5
3777.25
3429.75
2525.25
2445
3046.5
3839.75
4232.5
5200.5
5161.75
4912.75
4525.25
4538.25
4492
4274.75
4356
3939.5
3204
3103.5
3315.25
2589.75
3556.75
3499
3861.25
3541.5
357
3596.25
3407.5
364
3848.25
4147
4023.5
4394.25
4208.25
3983.75
3429
3200.5
3526.5
3260.25
2850.25
2183.5
1851
1444.75
107
946
933
847.25
816.75
852.25
796.5
786.5
796.25
712.75
602.5
682.75
965.5
1184.75
1601
2000.5
1957
2027.75
1893.5
1726.5
1534.25
1441
1315
1261.5
1265.75
1232.75
1262.75
1268.5
1220.25
1315
1397.75
1297.25
1263
1123
1025.25
932.75
900
894
977
1097.75
1068
1078.25
970.75
865.25
711.5
702
604
497.5
454.75
413.25
385.75
553.25
749.25
1041
1319.75
1635
1670.25
1643.25
1371
1139.75
925.75
770.5
700.5
672.5
562.75
470
428.75
400.25
350
304.75
312.25
276.5
224.75
143.75
85.25
92
121
141.75
134.5
164.25
173
222
393.75
502
568.25
826.25
948.25
1268.75
1578
1802.25
2203.75
2414.75
2922.5
3473.25
3549
3566.5
3635
4048.5
3852
3413.75
2425.5
2099.25
2092
1878.25
1656
1777.25
1755.5
1881.75
2043.75
2013.25
2122.25
2399.5
2209.5
2452.75
2685.75
3751
4244.5
4495.25
4757.75
4966.25
4806
4563.5
4503.75
4928.25
4399.5
3974
4406.75
411
3353
3151
2592.5
2398.25
2448.5
2209.75
2091.5
2143.25
2230.75
2149
2606.25
2583.75
2565.75
2491.25
2383.5
2496
2722
3094.25
4030.75
3796.25
3400.75
3163.75
263
2607.25
1996.25
1577
2125.5
4236.75
5069
5035.5
4502.25
3186.75
1741.25
1145.75
1336
1383.75
135
1277
1321
1112
954
925
826
857.75
931.75
951.5
975
961.25
1237.5
1211.5
993.25
952.75
1118.25
1247.25
1468.5
1815
1928.25
2544.75
3504
4796.25
5541
5654
6044.75
5371.5
4777.75
4388
4755.25
4407.5
4470.5
4659.25
4235.75
3849.75
3104.25
2678
2740.5
3396
3802.75
4158.25
4225.25
4587
4202.25
3374.5
3138.5
2987.75
2827.75
2893.25
2900.75
2703.75
2667.5
3014
3473.75
3485
3558.75
3166.25
3058.75
3123.25
2825.25
2905.25
3264
3307.25
3145
2901.75
2498.5
1952.25
1514.5
1179.5
1224
1102.25
851.75
726.5
649.25
448
512
590.25
686.5
542.25
482.75
575
